ラギが儀のもとを去ったという事実も\nあの幻ほどには心を動かさない。\n別れの一瞬、儀は、ラギが秘めている\n秘密を託されたのだ。\n \n彼と、そして世界の誕生の秘密を。	라기가 나의 곁을 떠났다는\n사실도 그 환영만큼은 마음을\n흔들지 못한다. 이별의\n한순간,나는 라기가 간직한\n비밀을 전해 받았다.\n그와,그리고 세계 탄생의\n비밀을.
停滞した状況を打破したのは、辺境で\n入手された、情報保存系の発掘物で\nあった。それに記録されていた情報を\n分析した結果、塔はドラゴンと密接な\n関係にあることが判明したのである。	정체된 상황을 타개한\n것은,변경에서 입수된 정보\n보존형 발굴물이었다. 거기에\n기록된 정보를 분석한 결과,탑은\n드래곤과 밀접한 관계가 있음이\n판명되었다.
原初の夕べ、\n神は、人にかけたのぞみを捨てた。\n神は、人の世を去り、\n神の知恵もまた人の魂から去った。\n人の作ったすべてのものと、\n人の壊したすべてのものが、\n人自身とともに打ち捨てられた。	태초의 저녁, 신은 인간에게\n걸었던 바람을 버렸다. 신은\n인간의 세상을 떠나고, 신의\n지혜 또한 인간의 영혼에서\n떠났다. 인간이 만든 모든\n것과, 인간이 부순 모든 것이,\n인간 자신과 함께 버려졌다.
国境地帯での戦に巻き込まれる。\n旧世紀の武器を使った戦は、今までの\nものとは全然違う。攻性生物のような\n乗り物が無数に空を飛び交い、それを\n撃ち落とそうとして、様々な色の光が\n天に放たれる。	국경 지대에서의 전투에\n휘말린다. 구세기의 무기를 쓴\n전투는,지금까지의 것과는 전혀\n다르다.공성생물 같은 탈것이\n무수히 하늘을 날아다니고,그것을\n격추하려고,다양한 색의 빛이\n하늘에 뿜어진다.
塔は、大気・水・土壌などを浄化して\n生存に適した環境を拡大する一方、\n再生した環境を斉かす要素、すなわち\n人間を排除するため、内部で生産した\n攻性生物を使役している。	탑은,대기・물・토양 등을\n정화하여 생존에 적합한 환경을\n확대하는 한편, 재생한 환경을\n어지럽히는 요소,즉 인간을\n배제하기 위해,내부에서 생산한\n공성생물을 사역한다.
塔内部には、ローター・パイルと\n呼ばれる動力装置が6基存在する。\nこれが起動すると、層内の移動が\n阻まれるが、外周部にある制御装置で\n停止させることが可能である。\n制御装置の場所は以下の通りである。	탑 내부에는,로터 파일이라\n불리는 동력 장치가 6기\n존재한다. 이것이 가동하면,층\n내 이동이 저지되지만,외주부에\n있는 제어 장치로 정지시키는\n것이 가능하다. 제어 장치의\n위치는 다음과 같다.
奇跡的に生還した士官の証言によれば\nここでも全滅直前にドラゴンの姿が\n目撃されている。しかし、その外見は\n第1次捕獲部隊の報告にあるそれとは\n著しく異なっており、誤認ではないか\nとの見方もある。	기적적으로 생환한 사관의 증언에\n따르면 이곳에서도 전멸 직전에\n드래곤의 모습이\n목격되었다.그러나,그 외견은\n제1차 포획부대의 보고에 있는\n것과는 현저히 달라서,오인이\n아니냐는 견해도 있다.
帝国暦89年の『塔』起動実験に\nおいて、2頭のドラゴンがまったく\n相反する行動をとったことが\n解釈の混乱を招いているのだが、\nこれに関しては、いまだ情報不足で\nあると言わざるを得ない。	제국력 89년의 『탑』기동\n실험에 있어서,두 마리의\n드래곤이 완전히 상반된 행동을\n취한 것이 해석의 혼란을\n초래하는데, 이에 관해서는,아직\n정보 부족이라고 말할 수밖에.
帝都上空を周回するグリグオリグは、\nそれ自体が宙に浮かぶ王宮である。\nこれが完成した暁には、たとえ\nドラゴンといえども、皇帝陛下に\n危害を加えることは不可能であろう。	제도 상공을 선회하는\n그리그오리그는, 그 자체가\n하늘에 뜬 왕궁이다. 이것이\n완성되는 날에는,설령 드래곤이라\n할지라도,황제 폐하에게 위해를\n가하는 것은 불가능할 것이다.
幸い、王宮とアカデミーの被害は\n軽微なものであったが、これを機に\n帝都(特に王宮)の防衛構想が大幅に\n見直されることとなった。その結果、\n超大型空中戦艦「グリグオリグ」の\n建造が開始されたのである。	다행히,왕궁과 아카데미의 피해는\n경미한 것이었으나,이를 계기로\n제도(특히 왕궁)의 방위 구상이\n대폭 재검토되게 되었다.그\n결과, 초대형 공중전함\n「그리그오리그」의 건조가 시작된\n것이다.
思考器官の複雑さゆえに、生産数は\n微々たるものであり、重要度の高い\n生産施設の統括用として、優先的に\n配備されている。\nまた、高機能攻性生物の頭脳として\n利用する計画も進行中である。	사고기관의 복잡함 때문에,생산\n수는 미미한 편이며,중요도가\n높은 생산 시설의\n통괄용으로,우선적으로 배치되고\n있다. 또한,고기능 공성생물의\n두뇌로 이용할 계획도 진행\n중이다.
我々シーカーが、塔とセストレンに\nよる管理システムの存在を知ることが\nできたのも、情報系構造体の再起動に\n成功したからだが、この種の構造体の\n一部には、情報の記録以外にも重要な\n機能が存在することがわかった。	우리 시커가,탑과 세스트렌에\n의한 관리 시스템의 존재를 알\n수 있었던 것도,정보계 구조체의\n재기동에 성공했기 때문인데,이런\n종류의 구조체 일부에는,정보\n기록 외에도 중요한 기능이\n존재한다는 것을 알게 되었다.
我が軍の最大の目的は、旧世紀の禁断\n兵器『塔』を手中にすることにある。\n皇室伝承によれば、各地に点在する\n塔のそれぞれに、全世界を破壊して\nなお余りある能力が与えられていると\nいう。	우리 군의 최대 목적은,구세기의\n금단 병기 『탑』을 손에 넣는\n것에 있다. 황실 전승에\n따르면,각지에 흩어져 있는 탑\n각각에는,전 세계를 파괴하고도\n남을 능력이 부여돼 있다고\n한다.
我らの目に映るものは、ただひとつを\nのぞいて、この時に創造された。\n水や草や獣は、人の糧として、\n遣跡は、人と神の家として、\n攻性生物は、人のしもべとして、\nそれぞれの役割を果たした。	우리의 눈에 비치는 것은,단\n하나를 제외하고,이때\n창조되었다. 물과 풀과\n짐승은,사람의 양식으로서,\n유적은,사람과 신의 집으로서,\n공성생물은,사람의 종으로서,\n각자의 역할을 다했다.
掟を破るつもりはなかった。\nただ、殺せなかった。\nこいつの肩から生えている小さな翼が\n儀の心を捉えてしまったから。\n \nそう、こいつには翼があったのだ。	규율을 어길 생각은 없었다.\n다만,죽일 수 없었다. 이\n녀석의 어깨에서 돋아난 작은\n날개가 내 마음을 사로잡아\n버렸기 때문에. 그래,이\n녀석에게는 날개가 있었던\n것이다.
撤退した残存部隊の報告に基づいて\n編成された第2次捕獲部隊は、\nゲオルギウス付近でシェルクーフに\n遭遇、接触を図ったが、その表面に\n設置されていた雷撃兵器の集中攻撃を\n受け、全滅に至った。	철퇴한 잔존부대의 보고에\n근거하여 편성된 제2차\n포획부대는, 게오르기우스\n부근에서 셸쿠프와 조우,접촉을\n시도했으나,그 표면에 설치되어\n있던 뇌격 병기의 집중 공격을\n받아,전멸에 이르렀다.
森の上で、また帝国軍と出くわす。\nその武器や規模より、彼らが人間で\nあるという事実の方が恐ろしかった。\n彼らと正面から戦っていたら、また\n無数の兵士の命を尋っていたはずだ。	숲 위에서 다시 제국군과\n마주쳤다. 그들의 무기나\n규모보다 그들이 인간이라는\n사실이 더 두려웠다. 그들과\n정면으로 싸웠다면 또다시 수많은\n병사의 목숨을 앗아갔을 것이다.
皇帝陛下の動命により、当該飛行物体\n(現地語に基づき「シェルクーフ」と\n呼称)の追跡が開始されたが、探索\n部隊と合流する時点で、メッカニア\n連邦軍と衝突。全面戦争に発展する\n結果となった。	황제 폐하의 명에 따라 해당\n비행물체 (현지어에 따라\n「셰르쿠프」라 칭함)의 추적이\n개시되었으나 수색 부대와\n합류하는 시점에서 메카니아\n연방군과 충돌.전면전쟁으로\n번지는 결과가 되었다.
自分でも、子供じみた考えだと思う。\nそれでも儀は、ラギの成長した姿を\n見てみたい。そして、一度でいいから\nあの翼で飛んでみたい。\n小さい頃に聞いたおとぎ話に出てきた\nドラゴン乗りのように。	나 스스로도 유치한 생각이라\n여긴다. 그래도 나는 라기가\n자란 모습을 보고 싶다.그리고\n단 한 번이라도 그 날개로\n날아보고 싶다. 어릴 적 들었던\n옛이야기에 나오던 드래곤\n라이더처럼.
