name	offset	len	text
E078.EPK	6AF61F	30	旧世紀の遣跡に興味があるとか
E078.EPK	6F12EB	36	もし、君が帝国軍と戦ってくれるなら
E078.EPK	72AAEF	40	この街にある「遣産」を見せる事ができる
E078.EPK	78B22F	30	君が探している『塔』とやらの
E078.EPK	7960DC	8	ウひュ【12】？
E078.EPK	7979C4	8	ウひュあ？
E078.EPK	797BA4	8	ウひュあ軍
E078.EPK	7B43E3	26	手がかりになるかもしれん
E078.EPK	7EAD27	30	どうだ、頼まれてもらえんか？
E078.EPK	82CC25	5	期※
E078.EPK	84FE43	12	わかった、
E078.EPK	858EA7	36	儀も帝国にうらみがないわけじゃない
E078.EPK	883347	14	奴らと戦うよ
E078.EPK	8A4EBB	12	本当か！？
E078.EPK	8ED78B	36	いや、この街の全ての人間にかわって
E078.EPK	9248E3	12	礼を言おう
E078.EPK	992867	34	…帝国軍はウルの北西にいるはずだ
E078.EPK	9D249F	30	あそこは早朝、霧が立ちこめる
E078.EPK	A08BE3	24	その時期を狙って行けば
E078.EPK	A256CF	34	近くまで気づかれずに行けるはずだ
E078.EPK	A7F973	18	頼むぞ、エッジ君
E078.EPK	AD45B7	28	…ああ、ちょっと待ってくれ
E078.EPK	B2DA1B	28	少ないが、準備に使ってくれ
E078.EPK	B5D063	28	ただし、この事は内密に頼む
E078.EPK	B9891B	28	私の話も、ドラゴンの事もだ
E078.EPK	BFAB9B	24	くれぐれも、よろしくな
E087.EPK	03A577	34	つまらん噂を吹聴しておるようだな
E087.EPK	096C17	14	つまらん噂？
E087.EPK	0D1F57	34	それをしているのはあなたでしょう
E087.EPK	10E973	34	常識でものを判断していただきたい
E087.EPK	1571C3	30	数百からなる空中艦隊ですと？
E087.EPK	1A9BB7	26	旧世紀の雷撃兵器を使う？
E087.EPK	1C1535	5	数※
E087.EPK	1E51A3	34	はっ！ 【20】にも司祭ともあろう方が
E087.EPK	22BDA7	38	そのような流言【26】語に惑わされるとは！
E087.EPK	27082B	34	たとえ、それほどのものでなくても
E087.EPK	2B718F	18	戦えば死者が出る
E087.EPK	3001AF	22	おとなしくしていれば
E087.EPK	3001C5	12	のでなくても
E087.EPK	3276AB	26	彼らもいつかは去っていく
E087.EPK	377C73	20	…だが、我々は違う
E087.EPK	39CEDD	5	紀噂
E087.EPK	3AD0DF	30	戦って負ければ、行き場はない
E087.EPK	3C4435	5	紀※
E087.EPK	3FA2C7	30	この街は神の力に守られている
E087.EPK	467E53	32	そう言ってたのは、あなたですぞ
E087.EPK	4A55CF	34	ドラゴンも神の力ではありませんか
E087.EPK	4F95CB	32	ふん、信仰を失った者が何を言う
E087.EPK	547F8F	10	誰だ…！
E087.EPK	57588F	34	ん？ よそ者のハンターではないか
E087.EPK	5B631B	14	なぜここに…
E087.EPK	5CFDC7	20	バイマン、貴様…！
E087.EPK	6126EF	30	エッジどの、首尾はどうです？
E087.EPK	65B1D7	24	湖の帝国軍は全滅させた
E087.EPK	6885A3	18	この街の近くには
E087.EPK	6967E3	28	もう1隻も残ってないはずだ
E087.EPK	752FA3	20	どうです、司祭どの
E087.EPK	789D73	18	帝国軍といっても
E087.EPK	7A99DF	24	たった1体のドラゴンに
E087.EPK	7C5523	5	ッ恐
E087.EPK	7C6BEB	5	会恐
E087.EPK	7C93AF	38	滅ぼされるようなものじゃありませんか
E087.EPK	7D8E6F	5	会？
E087.EPK	80BCEB	30	そんなものに斉えていたとは…
E087.EPK	83D0EF	22	しょせん、張子の【63】、
E087.EPK	866227	38	恐れるほどのものではないという事です
E087.EPK	8AD0D3	28	…これで、街の人間の考えも
E087.EPK	8D45C7	18	変わるでしょうな
E087.EPK	8FF307	34	この街はドラゴンによって守られた
E087.EPK	95BC0B	18	私の予言通りにね
E087.EPK	9A498B	28	どちらを次の司祭に推すか、
E087.EPK	9D79D3	28	考えるまでもないでしょうな
E087.EPK	A11897	14	…愚かな奴だ
E087.EPK	A118A5	14	ないでしょうな
E087.EPK	A79D27	34	いつか、おまえにもわかる日がくる
E087.EPK	AE4967	34	続きは明日の評議会で聞きましょう
E087.EPK	B37DB7	22	待たせたね、エッジ君
E087.EPK	B5966F	36	君のおかげで、全てがうまくいったよ
E087.EPK	B883F3	5	聞？
E087.EPK	B9BD0B	30	まさにこの街の【85】【86】だよ、君は
E087.EPK	BEE99F	12	それより…
E087.EPK	C27373	24	ああ、「遣産」の事かね
E087.EPK	C5084B	32	悪いが、明日まで待ってくれんか
E087.EPK	C804AF	22	評議会が終わるまでは
E087.EPK	C997CF	20	許可が下りんからな
E087.EPK	CD3A63	30	大丈夫、明日からは私が司祭だ
E087.EPK	D387E7	22	では、私は家に戻るよ
E087.EPK	D66B6F	26	こう見えても忙しい身でな
E090.EPK	00FEA1	5	丈※
E090.EPK	02CE7B	22	おい！ 大丈夫か！？
E090.EPK	0854A3	32	こいつの光り方が変わってたから
E090.EPK	099113	30	あわててとんで来たんだけど…
E090.EPK	0BA7EF	36	そしたら、おまえがこれに触ったまま
E090.EPK	0DA8D7	18	光に包まれてて…
E090.EPK	1035A7	8	…光？
E090.EPK	12A5FB	34	…さっきの幻、見えなかったのか？
E090.EPK	15110B	26	見えなかったって…何が？
E090.EPK	172B7B	26	塔があって、そのそばに…
E090.EPK	1EDEDB	14	ここ…だよな
E090.EPK	24A88B	16	何も起きないぞ
E090.EPK	24A89B	10	のそばに…
E090.EPK	27863B	36	俺は、もう少しこいつを調べてみるよ
E120.EPK	07424B	24	皇帝砲次弾装填完了！！
E120.EPK	097B3B	40	各部に伝達、皇帝砲発射の衝撃に備えろ！
E120.EPK	295407	24	尻尾を巻いて逃げ出すか
E120.EPK	2B97F7	26	ざまぁねえな、エッジ！！
E120.EPK	2EF69B	22	閣下はてめえのことを
E120.EPK	30EDE3	32	味方にしたがっているようだが、
E120.EPK	34D56F	14	俺は認めねえ
E120.EPK	374173	28	この俺様が、ここでてめえを
E120.EPK	3A7EB3	30	帝国もろとも倒してやるぜ！！
E121.EPK	0489A3	20	…俺はここで死ぬ…
E121.EPK	0821D3	30	おまえの仲間を殺ったのは俺だ
E121.EPK	0A2C37	22	その仇を倒したんだ…
E121.EPK	0C9F5B	20	満足したか、エッジ
E121.EPK	0F570B	22	閣下は、俺とは違う…
E121.EPK	120A17	28	だから…閣下に会ってくれ…
E121.EPK	15D187	26	閣下は…塔で…待ってる…
E128.EPK	06CC25	5	※落
E128.EPK	06D071	5	※落
E128.EPK	06D4BD	5	※落
E128.EPK	074839	5	※落
E128.EPK	074C85	5	※落
E128.EPK	0750D1	5	※落
E128.EPK	272B13	16	うわぁぁぁ！！
E128.EPK	2B360B	22	ダメだ！ 落ちる！！
E128.EPK	31D6D3	26	第2編隊、応答ありません
E128.EPK	357E23	28	カラ級誘導爆雷艦、沈没確認
E128.EPK	3BD2AF	24	皇帝砲発射準備まだか！
E128.EPK	46AD63	34	艦長、ダメです！ もちません！！
E128.EPK	49E0F7	30	総冥退艦せよ、艦を放来する！
E128.EPK	4E84D3	28	脱出装置が！ うわぁぁぁ…
