scope	char	index
BTL_A52	츠	304
BTL_A52	칸	305
BTL_A52	컬	306
BTL_A52	케	307
BTL_A52	퀴	308
BTL_A52	턴	309
BTL_A52	텐	310
BTL_A52	틀	311
BTL_A52	티	312
BTL_A52	피	313
BTL_A52	효	314
BTL_A52	흡	315
BTL_A52	힌	316
BTL_A53	겨	256
BTL_A53	글	257
BTL_A53	꿈	258
BTL_A53	날	259
BTL_A53	딘	260
BTL_A53	떻	261
BTL_A53	뜨	262
BTL_A53	밍	263
BTL_A53	붉	264
BTL_A53	빛	265
BTL_A53	숨	266
BTL_A53	싸	267
BTL_A53	쏘	268
BTL_A53	쓰	269
BTL_A53	앰	270
BTL_A53	약	271
BTL_A53	열	272
BTL_A53	웨	273
BTL_A53	작	274
BTL_A53	재	275
BTL_A53	점	276
BTL_A53	져	277
BTL_A53	집	278
BTL_A53	츠	279
BTL_A53	칸	280
BTL_A53	컬	281
BTL_A53	케	282
BTL_A53	퀴	283
BTL_A53	탁	284
BTL_A53	턴	285
BTL_A53	티	286
BTL_A53	피	287
BTL_A7	글	256
BTL_A7	량	257
BTL_A7	루	258
BTL_A7	밍	259
BTL_A7	백	260
BTL_A7	베	261
BTL_A7	벨	262
BTL_A7	앰	263
BTL_A7	웨	264
BTL_A7	작	265
BTL_A7	츠	266
BTL_A7	침	267
BTL_A7	칸	268
BTL_A7	컬	269
BTL_A7	케	270
BTL_A7	쿠	271
BTL_A7	퀴	272
BTL_A7	키	273
BTL_A7	턴	274
BTL_A7	톰	275
BTL_A7	티	276
BTL_A7	퍼	277
BTL_A7	피	278
BTL_A7	＆	279
BTL_A72	갑	256
BTL_A72	겁	257
BTL_A72	교	258
BTL_A72	글	259
BTL_A72	남	260
BTL_A72	낮	261
BTL_A72	둘	262
BTL_A72	든	263
BTL_A72	따	264
BTL_A72	뢰	265
BTL_A72	료	266
BTL_A72	먹	267
BTL_A72	못	268
BTL_A72	뭐	269
BTL_A72	밍	270
BTL_A72	본	271
BTL_A72	뿐	272
BTL_A72	손	273
BTL_A72	습	274
BTL_A72	승	275
BTL_A72	쏴	276
BTL_A72	았	277
BTL_A72	앰	278
BTL_A72	언	279
BTL_A72	원	280
BTL_A72	웨	281
BTL_A72	잡	282
BTL_A72	재	283
BTL_A72	점	284
BTL_A72	종	285
BTL_A72	쩔	286
BTL_A72	충	287
BTL_A72	춰	288
BTL_A72	츠	289
BTL_A72	침	290
BTL_A72	칸	291
BTL_A72	컬	292
BTL_A72	케	293
BTL_A72	퀴	294
BTL_A72	큭	295
BTL_A72	턴	296
BTL_A72	퇴	297
BTL_A72	투	298
BTL_A72	티	299
BTL_A72	팁	300
BTL_A72	피	301
BTL_A72	화	302
BTL_A72	확	303
BTL_B2	광	256
BTL_B2	근	257
BTL_B2	글	258
BTL_B2	깨	259
BTL_B2	꼬	260
BTL_B2	꼴	261
BTL_B2	났	262
BTL_B2	넜	263
BTL_B2	년	264
BTL_B2	노	265
BTL_B2	딘	266
BTL_B2	땠	267
BTL_B2	떨	268
BTL_B2	뜨	269
BTL_B2	란	270
BTL_B2	루	271
BTL_B2	머	272
BTL_B2	멈	273
BTL_B2	명	274
BTL_B2	몇	275
BTL_B2	몰	276
BTL_B2	몸	277
BTL_B2	못	278
BTL_B2	밍	279
BTL_B2	박	280
BTL_B2	분	281
BTL_B2	산	282
BTL_B2	살	283
BTL_B2	송	284
BTL_B2	싹	285
BTL_B2	쌓	286
BTL_B2	쏴	287
BTL_B2	쓰	288
BTL_B2	앰	289
BTL_B2	약	290
BTL_B2	양	291
BTL_B2	얘	292
BTL_B2	언	293
BTL_B2	엄	294
BTL_B2	엣	295
BTL_B2	였	296
BTL_B2	움	297
BTL_B2	웨	298
BTL_B2	응	299
BTL_B2	임	300
BTL_B2	점	301
BTL_B2	졌	302
BTL_B2	죽	303
BTL_B2	집	304
BTL_B2	째	305
BTL_B2	청	306
BTL_B2	충	307
BTL_B2	춰	308
BTL_B2	췄	309
BTL_B2	츠	310
BTL_B2	칸	311
BTL_B2	컬	312
BTL_B2	케	313
BTL_B2	퀴	314
BTL_B2	키	315
BTL_B2	턴	316
BTL_B2	테	317
BTL_B2	통	318
BTL_B2	티	319
BTL_B2	퍼	320
BTL_B2	픈	321
BTL_B2	피	322
BTL_B2	험	323
BTL_B2	혹	324
BTL_B2	화	325
BTL_B5	~	256
BTL_B5	—	257
BTL_B5	갑	258
BTL_B5	개	259
BTL_B5	궈	260
BTL_B5	근	261
BTL_B5	글	262
BTL_B5	금	263
BTL_B5	끈	264
BTL_B5	노	265
BTL_B5	덤	266
BTL_B5	돼	267
BTL_B5	둘	268
BTL_B5	뒤	269
BTL_B5	득	270
BTL_B5	든	271
BTL_B5	따	272
BTL_B5	떨	273
BTL_B5	뢰	274
BTL_B5	료	275
BTL_B5	름	276
BTL_B5	먹	277
BTL_B5	멀	278
BTL_B5	밀	279
BTL_B5	밍	280
BTL_B5	밖	281
BTL_B5	벼	282
BTL_B5	분	283
BTL_B5	빔	284
BTL_B5	산	285
BTL_B5	설	286
BTL_B5	순	287
BTL_B5	습	288
BTL_B5	승	289
BTL_B5	싸	290
BTL_B5	써	291
BTL_B5	알	292
BTL_B5	앰	293
BTL_B5	약	294
BTL_B5	양	295
BTL_B5	열	296
BTL_B5	염	297
BTL_B5	울	298
BTL_B5	웨	299
BTL_B5	재	300
BTL_B5	점	301
BTL_B5	접	302
BTL_B5	좌	303
BTL_B5	죽	304
BTL_B5	줘	305
BTL_B5	집	306
BTL_B5	차	307
BTL_B5	초	308
BTL_B5	축	309
BTL_B5	출	310
BTL_B5	충	311
BTL_B5	츠	312
BTL_B5	칸	313
BTL_B5	컬	314
BTL_B5	컷	315
BTL_B5	케	316
BTL_B5	켜	317
BTL_B5	코	318
BTL_B5	퀴	319
BTL_B5	턴	320
BTL_B5	톨	321
BTL_B5	통	322
BTL_B5	투	323
BTL_B5	티	324
BTL_B5	피	325
BTL_B5	화	326
BTL_B5	확	327
BTL_B5	＆	328
BTL_B52	글	256
BTL_B52	밍	257
BTL_B52	분	258
BTL_B52	앰	259
BTL_B52	웨	260
BTL_B52	좌	261
BTL_B52	츠	262
BTL_B52	칸	263
BTL_B52	컬	264
BTL_B52	케	265
BTL_B52	퀴	266
BTL_B52	턴	267
BTL_B52	티	268
BTL_B52	피	269
BTL_B52	합	270
BTL_B52	현	271
BTL_B53	글	256
BTL_B53	망	257
BTL_B53	밍	258
BTL_B53	슈	259
BTL_B53	슬	260
BTL_B53	액	261
BTL_B53	앰	262
BTL_B53	웨	263
BTL_B53	츠	264
BTL_B53	칠	265
BTL_B53	칸	266
BTL_B53	컬	267
BTL_B53	케	268
BTL_B53	퀴	269
BTL_B53	턴	270
BTL_B53	티	271
BTL_B53	피	272
BTL_B53	헬	273
BTL_B6	&	256
BTL_B6	겨	257
BTL_B6	광	258
BTL_B6	글	259
BTL_B6	깊	260
BTL_B6	노	261
BTL_B6	단	262
BTL_B6	닿	263
BTL_B6	델	264
BTL_B6	둥	265
BTL_B6	떨	266
BTL_B6	뜨	267
BTL_B6	뜯	268
BTL_B6	란	269
BTL_B6	료	270
BTL_B6	른	271
BTL_B6	림	272
BTL_B6	망	273
BTL_B6	먼	274
BTL_B6	메	275
BTL_B6	뭐	276
BTL_B6	뭔	277
BTL_B6	밍	278
BTL_B6	밖	279
BTL_B6	법	280
BTL_B6	볼	281
BTL_B6	뿐	282
BTL_B6	식	283
BTL_B6	쏘	284
BTL_B6	쓰	285
BTL_B6	액	286
BTL_B6	앰	287
BTL_B6	엔	288
BTL_B6	요	289
BTL_B6	워	290
BTL_B6	웨	291
BTL_B6	잖	292
BTL_B6	재	293
BTL_B6	점	294
BTL_B6	졌	295
BTL_B6	찾	296
BTL_B6	쳤	297
BTL_B6	출	298
BTL_B6	츠	299
BTL_B6	칸	300
BTL_B6	컬	301
BTL_B6	케	302
BTL_B6	코	303
BTL_B6	쿠	304
BTL_B6	퀴	305
BTL_B6	키	306
BTL_B6	킨	307
BTL_B6	킬	308
BTL_B6	탈	309
BTL_B6	탐	310
BTL_B6	턴	311
BTL_B6	티	312
BTL_B6	피	313
BTL_B6	필	314
BTL_B6	험	315
BTL_B6	화	316
BTL_B6	환	317
BTL_B6	흡	318
BTL_B62	갑	256
BTL_B62	괜	257
BTL_B62	괴	258
BTL_B62	근	259
BTL_B62	글	260
BTL_B62	됐	261
BTL_B62	둥	262
BTL_B62	든	263
BTL_B62	듯	264
BTL_B62	딘	265
BTL_B62	때	266
BTL_B62	떻	267
BTL_B62	뜨	268
BTL_B62	렀	269
BTL_B62	렸	270
BTL_B62	령	271
BTL_B62	료	272
BTL_B62	룸	273
BTL_B62	릿	274
BTL_B62	망	275
BTL_B62	몸	276
BTL_B62	밍	277
BTL_B62	박	278
BTL_B62	밖	279
BTL_B62	분	280
BTL_B62	빨	281
BTL_B62	슨	282
BTL_B62	쏘	283
BTL_B62	쏴	284
BTL_B62	쓰	285
BTL_B62	액	286
BTL_B62	앰	287
BTL_B62	약	288
BTL_B62	엔	289
BTL_B62	였	290
BTL_B62	요	291
BTL_B62	웨	292
BTL_B62	율	293
BTL_B62	점	294
BTL_B62	죽	295
BTL_B62	줘	296
BTL_B62	찮	297
BTL_B62	츠	298
BTL_B62	칠	299
BTL_B62	칸	300
BTL_B62	컬	301
BTL_B62	케	302
BTL_B62	퀴	303
BTL_B62	탐	304
BTL_B62	턴	305
BTL_B62	통	306
BTL_B62	투	307
BTL_B62	티	308
BTL_B62	피	309
BTL_B62	합	310
BTL_B62	화	311
BTL_B62	환	312
BTL_B62	휴	313
BTL_C2	갑	256
BTL_C2	개	257
BTL_C2	걸	258
BTL_C2	겨	259
BTL_C2	견	260
BTL_C2	과	261
BTL_C2	관	262
BTL_C2	교	263
BTL_C2	귀	264
BTL_C2	근	265
BTL_C2	글	266
BTL_C2	금	267
BTL_C2	깝	268
BTL_C2	낸	269
BTL_C2	뇌	270
BTL_C2	단	271
BTL_C2	닫	272
BTL_C2	달	273
BTL_C2	돌	274
BTL_C2	둘	275
BTL_C2	든	276
BTL_C2	때	277
BTL_C2	떨	278
BTL_C2	떻	279
BTL_C2	똑	280
BTL_C2	렬	281
BTL_C2	뢰	282
BTL_C2	료	283
BTL_C2	림	284
BTL_C2	립	285
BTL_C2	명	286
BTL_C2	못	287
BTL_C2	뭐	288
BTL_C2	뭔	289
BTL_C2	밍	290
BTL_C2	봤	291
BTL_C2	브	292
BTL_C2	블	293
BTL_C2	산	294
BTL_C2	새	295
BTL_C2	속	296
BTL_C2	손	297
BTL_C2	습	298
BTL_C2	식	299
BTL_C2	써	300
BTL_C2	쏴	301
BTL_C2	알	302
BTL_C2	애	303
BTL_C2	앰	304
BTL_C2	연	305
BTL_C2	요	306
BTL_C2	움	307
BTL_C2	원	308
BTL_C2	웨	309
BTL_C2	응	310
BTL_C2	임	311
BTL_C2	작	312
BTL_C2	잡	313
BTL_C2	재	314
BTL_C2	점	315
BTL_C2	접	316
BTL_C2	좌	317
BTL_C2	줘	318
BTL_C2	집	319
BTL_C2	쩔	320
BTL_C2	차	321
BTL_C2	청	322
BTL_C2	쳇	323
BTL_C2	초	324
BTL_C2	추	325
BTL_C2	출	326
BTL_C2	충	327
BTL_C2	츠	328
BTL_C2	측	329
BTL_C2	칸	330
BTL_C2	컬	331
BTL_C2	케	332
BTL_C2	코	333
BTL_C2	퀴	334
BTL_C2	큭	335
BTL_C2	키	336
BTL_C2	킵	337
BTL_C2	턴	338
BTL_C2	텨	339
BTL_C2	퇴	340
BTL_C2	투	341
BTL_C2	티	342
BTL_C2	틸	343
BTL_C2	패	344
BTL_C2	피	345
BTL_C2	합	346
BTL_C2	험	347
BTL_C2	화	348
BTL_C2	확	349
BTL_C2	환	350
BTL_C22	과	256
BTL_C22	관	257
BTL_C22	괴	258
BTL_C22	근	259
BTL_C22	글	260
BTL_C22	급	261
BTL_C22	긴	262
BTL_C22	냉	263
BTL_C22	노	264
BTL_C22	단	265
BTL_C22	두	266
BTL_C22	둘	267
BTL_C22	때	268
BTL_C22	떨	269
BTL_C22	뜨	270
BTL_C22	령	271
BTL_C22	롭	272
BTL_C22	료	273
BTL_C22	멸	274
BTL_C22	밍	275
BTL_C22	분	276
BTL_C22	빨	277
BTL_C22	속	278
BTL_C22	순	279
BTL_C22	습	280
BTL_C22	승	281
BTL_C22	앰	282
BTL_C22	였	283
BTL_C22	요	284
BTL_C22	웨	285
BTL_C22	작	286
BTL_C22	재	287
BTL_C22	점	288
BTL_C22	접	289
BTL_C22	종	290
BTL_C22	좌	291
BTL_C22	집	292
BTL_C22	출	293
BTL_C22	츠	294
BTL_C22	칸	295
BTL_C22	컬	296
BTL_C22	케	297
BTL_C22	퀴	298
BTL_C22	탈	299
BTL_C22	턴	300
BTL_C22	투	301
BTL_C22	특	302
BTL_C22	티	303
BTL_C22	평	304
BTL_C22	피	305
BTL_C22	합	306
BTL_C22	현	307
BTL_C22	화	308
BTL_C22	확	309
BTL_C22	활	310
BTL_C22	후	311
BTL_C4	&	256
BTL_C4	겨	257
BTL_C4	관	258
BTL_C4	광	259
BTL_C4	글	260
BTL_C4	돼	261
BTL_C4	량	262
BTL_C4	렬	263
BTL_C4	렸	264
BTL_C4	밍	265
BTL_C4	백	266
BTL_C4	베	267
BTL_C4	브	268
BTL_C4	슬	269
BTL_C4	알	270
BTL_C4	앰	271
BTL_C4	열	272
BTL_C4	움	273
BTL_C4	웨	274
BTL_C4	율	275
BTL_C4	융	276
BTL_C4	작	277
BTL_C4	종	278
BTL_C4	츠	279
BTL_C4	침	280
BTL_C4	칸	281
BTL_C4	컬	282
BTL_C4	케	283
BTL_C4	쿠	284
BTL_C4	퀴	285
BTL_C4	턴	286
BTL_C4	톰	287
BTL_C4	튕	288
BTL_C4	티	289
BTL_C4	풀	290
BTL_C4	피	291
BTL_C4	합	292
BTL_C4	화	293
BTL_C4	횡	294
BTL_C5	개	256
BTL_C5	겁	257
BTL_C5	교	258
BTL_C5	근	259
BTL_C5	글	260
BTL_C5	금	261
BTL_C5	급	262
BTL_C5	논	263
BTL_C5	답	264
BTL_C5	돼	265
BTL_C5	된	266
BTL_C5	둘	267
BTL_C5	따	268
BTL_C5	떨	269
BTL_C5	뜨	270
BTL_C5	련	271
BTL_C5	뢰	272
BTL_C5	루	273
BTL_C5	먹	274
BTL_C5	멸	275
BTL_C5	몰	276
BTL_C5	문	277
BTL_C5	밍	278
BTL_C5	브	279
BTL_C5	빈	280
BTL_C5	속	281
BTL_C5	습	282
BTL_C5	승	283
BTL_C5	십	284
BTL_C5	쓰	285
BTL_C5	악	286
BTL_C5	알	287
BTL_C5	앞	288
BTL_C5	앰	289
BTL_C5	연	290
BTL_C5	요	291
BTL_C5	원	292
BTL_C5	웨	293
BTL_C5	응	294
BTL_C5	점	295
BTL_C5	접	296
BTL_C5	종	297
BTL_C5	집	298
BTL_C5	차	299
BTL_C5	추	300
BTL_C5	출	301
BTL_C5	츠	302
BTL_C5	측	303
BTL_C5	침	304
BTL_C5	칸	305
BTL_C5	컬	306
BTL_C5	케	307
BTL_C5	코	308
BTL_C5	퀴	309
BTL_C5	키	310
BTL_C5	탈	311
BTL_C5	턴	312
BTL_C5	퇴	313
BTL_C5	투	314
BTL_C5	티	315
BTL_C5	편	316
BTL_C5	폐	317
BTL_C5	피	318
BTL_C5	합	319
BTL_C5	화	320
BTL_C5	확	321
BTL_C5	훈	322
BTL_C5	＆	323
BTL_C52	□	256
BTL_C52	갑	257
BTL_C52	개	258
BTL_C52	과	259
BTL_C52	관	260
BTL_C52	교	261
BTL_C52	궤	262
BTL_C52	글	263
BTL_C52	달	264
BTL_C52	됐	265
BTL_C52	뚫	266
BTL_C52	량	267
BTL_C52	렸	268
BTL_C52	료	269
BTL_C52	멍	270
BTL_C52	멸	271
BTL_C52	문	272
BTL_C52	밍	273
BTL_C52	법	274
BTL_C52	벽	275
BTL_C52	속	276
BTL_C52	손	277
BTL_C52	순	278
BTL_C52	습	279
BTL_C52	승	280
BTL_C52	압	281
BTL_C52	액	282
BTL_C52	앰	283
BTL_C52	업	284
BTL_C52	엔	285
BTL_C52	연	286
BTL_C52	열	287
BTL_C52	요	288
BTL_C52	웨	289
BTL_C52	윤	290
BTL_C52	작	291
BTL_C52	접	292
BTL_C52	종	293
BTL_C52	좌	294
BTL_C52	충	295
BTL_C52	츠	296
BTL_C52	칸	297
BTL_C52	컬	298
BTL_C52	케	299
BTL_C52	퀴	300
BTL_C52	턴	301
BTL_C52	투	302
BTL_C52	티	303
BTL_C52	피	304
BTL_C52	합	305
BTL_C52	험	306
BTL_C52	현	307
BTL_C52	화	308
BTL_C52	황	309
BTL_C52	흡	310
BTL_C8	개	256
BTL_C8	근	257
BTL_C8	글	258
BTL_C8	답	259
BTL_C8	던	260
BTL_C8	돌	261
BTL_C8	두	262
BTL_C8	뒤	263
BTL_C8	든	264
BTL_C8	랑	265
BTL_C8	루	266
BTL_C8	릴	267
BTL_C8	멸	268
BTL_C8	몰	269
BTL_C8	몸	270
BTL_C8	묶	271
BTL_C8	밍	272
BTL_C8	벌	273
BTL_C8	본	274
BTL_C8	분	275
BTL_C8	붙	276
BTL_C8	속	277
BTL_C8	숨	278
BTL_C8	알	279
BTL_C8	앰	280
BTL_C8	염	281
BTL_C8	옵	282
BTL_C8	웨	283
BTL_C8	응	284
BTL_C8	임	285
BTL_C8	접	286
BTL_C8	쨌	287
BTL_C8	츠	288
BTL_C8	칸	289
BTL_C8	컬	290
BTL_C8	케	291
BTL_C8	퀴	292
BTL_C8	탁	293
BTL_C8	턴	294
BTL_C8	투	295
BTL_C8	틈	296
BTL_C8	티	297
BTL_C8	피	298
BTL_C8	화	299
BTL_C8	후	300
BTL_C8	＆	301
BTL_C82	갑	256
BTL_C82	강	257
BTL_C82	개	258
BTL_C82	걸	259
BTL_C82	견	260
BTL_C82	광	261
BTL_C82	권	262
BTL_C82	근	263
BTL_C82	글	264
BTL_C82	끼	265
BTL_C82	단	266
BTL_C82	됩	267
BTL_C82	뢰	268
BTL_C82	륙	269
BTL_C82	못	270
BTL_C82	뭐	271
BTL_C82	밍	272
BTL_C82	본	273
BTL_C82	뿔	274
BTL_C82	색	275
BTL_C82	속	276
BTL_C82	술	277
BTL_C82	습	278
BTL_C82	싸	279
BTL_C82	쏴	280
BTL_C82	앰	281
BTL_C82	양	282
BTL_C82	요	283
BTL_C82	웨	284
BTL_C82	작	285
BTL_C82	잘	286
BTL_C82	점	287
BTL_C82	접	288
BTL_C82	줬	289
BTL_C82	출	290
BTL_C82	충	291
BTL_C82	츠	292
BTL_C82	층	293
BTL_C82	칸	294
BTL_C82	컬	295
BTL_C82	케	296
BTL_C82	퀴	297
BTL_C82	턴	298
BTL_C82	텐	299
BTL_C82	티	300
BTL_C82	팁	301
BTL_C82	폐	302
BTL_C82	피	303
BTL_C82	학	304
BTL_C82	합	305
BTL_C82	험	306
BTL_D2	&	256
BTL_D2	강	257
BTL_D2	광	258
BTL_D2	글	259
BTL_D2	누	260
BTL_D2	량	261
BTL_D2	렬	262
BTL_D2	밍	263
BTL_D2	베	264
BTL_D2	분	265
BTL_D2	브	266
BTL_D2	산	267
BTL_D2	습	268
BTL_D2	앰	269
BTL_D2	양	270
BTL_D2	움	271
BTL_D2	웨	272
BTL_D2	작	273
BTL_D2	종	274
BTL_D2	츠	275
BTL_D2	침	276
BTL_D2	칸	277
BTL_D2	컬	278
BTL_D2	케	279
BTL_D2	쿠	280
BTL_D2	퀴	281
BTL_D2	턴	282
BTL_D2	토	283
BTL_D2	톰	284
BTL_D2	티	285
BTL_D2	피	286
BTL_D2	환	287
BTL_D2	횡	288
BTL_D22	□	256
BTL_D22	글	257
BTL_D22	냈	258
BTL_D22	든	259
BTL_D22	떻	260
BTL_D22	란	261
BTL_D22	막	262
BTL_D22	밍	263
BTL_D22	쇄	264
BTL_D22	앰	265
BTL_D22	양	266
BTL_D22	웨	267
BTL_D22	접	268
BTL_D22	출	269
BTL_D22	충	270
BTL_D22	츠	271
BTL_D22	측	272
BTL_D22	칸	273
BTL_D22	컬	274
BTL_D22	케	275
BTL_D22	퀴	276
BTL_D22	턴	277
BTL_D22	티	278
BTL_D22	폐	279
BTL_D22	피	280
BTL_D22	핀	281
BTL_D22	험	282
BTL_D22	화	283
BTL_D22	황	284
BTL_D4	&	256
BTL_D4	감	257
BTL_D4	결	258
BTL_D4	광	259
BTL_D4	글	260
BTL_D4	루	261
BTL_D4	밍	262
BTL_D4	블	263
BTL_D4	섀	264
BTL_D4	순	265
BTL_D4	싱	266
BTL_D4	앰	267
BTL_D4	웨	268
BTL_D4	윈	269
BTL_D4	츠	270
BTL_D4	칸	271
BTL_D4	컬	272
BTL_D4	케	273
BTL_D4	퀴	274
BTL_D4	탈	275
BTL_D4	턴	276
BTL_D4	티	277
BTL_D4	페	278
BTL_D4	피	279
BTL_D4	화	280
BTL_D4	환	281
BTL_D5	=	256
BTL_D5	글	257
BTL_D5	념	258
BTL_D5	노	259
BTL_D5	뇌	260
BTL_D5	누	261
BTL_D5	님	262
BTL_D5	답	263
BTL_D5	던	264
BTL_D5	돌	265
BTL_D5	된	266
BTL_D5	때	267
BTL_D5	란	268
BTL_D5	렌	269
BTL_D5	롱	270
BTL_D5	류	271
BTL_D5	메	272
BTL_D5	멜	273
BTL_D5	명	274
BTL_D5	못	275
BTL_D5	밍	276
BTL_D5	밖	277
BTL_D5	베	278
BTL_D5	브	279
BTL_D5	셸	280
BTL_D5	속	281
BTL_D5	손	282
BTL_D5	식	283
BTL_D5	앰	284
BTL_D5	언	285
BTL_D5	엑	286
BTL_D5	웨	287
