module	offset	bytes	slot	chars	text
TWN_E006	00B177	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E006	00B20E	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E006	00B2ED	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E006	00B3AF	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E006	00BD70	7		3	隊長発
TWN_E006	00BD77	23		11	見で深っている傷を受う
TWN_E006	00BD8E	23		11	深彼地図な渡死絶を深る
TWN_E006	00BDA5	31		15	見で深っている住のパーツを受う
TWN_E006	00BDC4	25		12	人死ちの住のパーツを深る
TWN_E006	00BDDD	21		10	会話／深彼の呼り街え
TWN_E011	00CE8B	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E011	00CF48	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E011	00D016	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E011	00D151	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D230	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D2D3	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D3D1	231		111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D4B8	307		148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D5EB	159		76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E011	00D68A	297		143	広場ではクレイメンが待っていたが、\nエッジを助けようとしたパエットの\n乱入によって会見は中断してしまい、\nクレイメンの真意は不明のままとなる。\n次の朝、バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・ムービー等で処理予定)\n
TWN_E011	00D7B3	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E011	00D84A	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E011	00D929	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E011	00D9EB	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E011	00E3AC	7		3	隊長発
TWN_E011	00E3B3	23		11	見で深っている傷を受う
TWN_E011	00E3CA	23		11	深彼地図な渡死絶を深る
TWN_E011	00E3E1	31		15	見で深っている住のパーツを受う
TWN_E011	00E400	25		12	人死ちの住のパーツを深る
TWN_E011	00E419	21		10	会話／深彼の呼り街え
TWN_E014	00A950	75		36	隊長を発見するが深い傷を受けている。\n彼はエッジに地図を渡すと死に絶える。\n
TWN_E014	00A99B	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E014	00AA58	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E014	00AB26	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E014	00AC61	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00AD40	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00ADE3	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00AEE1	231		111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00AFC8	307		148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00B0FB	159		76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E014	00B19A	297		143	広場ではクレイメンが待っていたが、\nエッジを助けようとしたパエットの\n乱入によって会見は中断してしまい、\nクレイメンの真意は不明のままとなる。\n次の朝、バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・ムービー等で処理予定)\n
TWN_E014	00B2C3	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E014	00B35A	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E014	00B439	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E014	00B4FB	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E014	00BEBC	7		3	隊長発
TWN_E014	00BEC3	23		11	見で深っている傷を受う
TWN_E014	00BEDA	23		11	深彼地図な渡死絶を深る
TWN_E014	00BEF1	31		15	見で深っている住のパーツを受う
TWN_E014	00BF10	25		12	人死ちの住のパーツを深る
TWN_E014	00BF29	21		10	会話／深彼の呼り街え
TWN_E021	00F023	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E021	00F0E0	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E021	00F1AE	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E021	00F2E9	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00F3C8	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00F46B	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00F569	231		111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00F650	307		148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00F783	159		76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E021	00F822	297		143	広場ではクレイメンが待っていたが、\nエッジを助けようとしたパエットの\n乱入によって会見は中断してしまい、\nクレイメンの真意は不明のままとなる。\n次の朝、バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・ムービー等で処理予定)\n
TWN_E021	00F94B	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E021	00F9E2	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E021	00FAC1	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E021	00FB83	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E021	010544	7		3	隊長発
TWN_E021	01054B	23		11	見で深っている傷を受う
TWN_E021	010562	23		11	深彼地図な渡死絶を深る
TWN_E021	010579	31		15	見で深っている住のパーツを受う
TWN_E021	010598	25		12	人死ちの住のパーツを深る
TWN_E021	0105B1	21		10	会話／深彼の呼り街え
TWN_E022	00A83C	75		36	隊長を発見するが深い傷を受けている。\n彼はエッジに地図を渡すと死に絶える。\n
TWN_E022	00A887	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E022	00A944	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E022	00AA12	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E022	00AB4D	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00AC2C	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00ACCF	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00ADCD	231		111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00AEB4	307		148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00AFE7	159		76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E022	00B086	297		143	広場ではクレイメンが待っていたが、\nエッジを助けようとしたパエットの\n乱入によって会見は中断してしまい、\nクレイメンの真意は不明のままとなる。\n次の朝、バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・ムービー等で処理予定)\n
TWN_E022	00B1AF	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E022	00B246	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E022	00B325	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E022	00B3E7	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E022	00BDA8	7		3	隊長発
TWN_E022	00BDAF	23		11	見で深っている傷を受う
TWN_E022	00BDC6	23		11	深彼地図な渡死絶を深る
TWN_E022	00BDDD	31		15	見で深っている住のパーツを受う
TWN_E022	00BDFC	25		12	人死ちの住のパーツを深る
TWN_E022	00BE15	21		10	会話／深彼の呼り街え
TWN_E057	00E6CB	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E057	00E788	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E057	00E856	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E057	00E991	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00EA70	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00EB13	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00EC11	231		111	ゾアの街に帝国軍の使者が現れ、\n街は侵略の恐怖にさらされる。\n一方エッジは、パエットの父であり\n街の実力者であるバイマンという男の\n招待を受け、閉ざされた正規住民区画\n「神聖区」への通行証を得る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00ECF8	307		148	エッジに帝国軍を撃退させたバイマンは\nその功によって次期司祭の座につく。\nバイマンは、明日になれば「遣産」を\n見せることができるとエッジに語る。\n一方、パエットは、正体不明の男から\n預った手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00EE2B	159		76	パエットは、正体不明の男から預った\n手紙をエッジに渡す。\nそれには、「今夜、空中船のある広場で\n待つ」とだけ記されていた。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E057	00EECA	297		143	広場ではクレイメンが待っていたが、\nエッジを助けようとしたパエットの\n乱入によって会見は中断してしまい、\nクレイメンの真意は不明のままとなる。\n次の朝、バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・ムービー等で処理予定)\n
TWN_E057	00EFF3	151		72	バイマンは、教会の聖堂の鍵を\nエッジに渡す。そこに、街の遣産である\n「『護り火』の火種」が安置されて\nいるという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E057	00F08A	223		107	「護り火」の火種に触れたエッジの\n眼前に、メル=カヴァの幻が展開する。\nメル=カヴァとは、塔の上空を周回する\n巨大なバリア発生装置だった。\nこの幻から、エッジはメル=カヴァの\n場所を知る。\n \n(未完成・将来イベントで処理予定)\n
TWN_E057	00F169	194		93	キャラバンを訪れたエッジの前に、\nガッシュの使いのシーカーが現れた。\n彼の話によると、ガッシュは\n「シーカーの里」と呼ばれる場所で\nエッジを待っているという。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E057	00F22B	237		114	戦いに傷ついたシーカー達から、\nアゼルが姿を消したと聞かされるエッジ。\n「編み人」ザドクは、アゼルの行き先は\nウルの地下だと推測する。なぜなら、\nドラゴン同様、彼女もウルのプラントで\n創造されたからだ。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E057	00FBEC	7		3	隊長発
TWN_E057	00FBF3	23		11	見で深っている傷を受う
TWN_E057	00FC0A	23		11	深彼地図な渡死絶を深る
TWN_E057	00FC21	31		15	見で深っている住のパーツを受う
TWN_E057	00FC40	25		12	人死ちの住のパーツを深る
TWN_E057	00FC59	21		10	会話／深彼の呼り街え
TWN_E059	01031F	189		90	エッジは、キャラバンとの住人との\n会話から「ゾア」と呼ばれる街の\n存在を知る。\n大きな街ならば、クレイメン艦隊に\n関する手がかりがつかめるかも\nしれない。\n \n(未完成・将来セリフ組み込み予定)\n
TWN_E059	0103DC	206		99	キャラバンのリーダーに会ったエッジ。\nリーダーから、エッジが追っている帝国の\n艦隊(クレイメン艦隊)は禁止区域\n(ゲオルギウス)へと向かったのでは\nないかとの話を聞く。\n \n(未完成・将来デモイベント表示予定)\n
TWN_E059	0104AA	315		152	酒場の主人から話を聞くエッジ。\nこの近くには「塔」と呼ばれる遣跡があり\nクレイメン艦隊はそこに向かったという。\nこの街に住んでいるパエットという男が、\n塔の事を詳しく知っているらしい。\nエッジは、その男が描いたという塔の総を\n手に入れる。そこには、ドラゴンが見せた\n幻と同じ光景があった。\n \n(未完成・将来操作可能予定)\n
TWN_E059	0105E5	223		107	クレイメンが向かった遣跡「塔」の\n場所を知っているという男・パエット。\n彼は、塔の情報を教えるかわりに、\nゲオルギウスと呼ばれる場所から\n旧世紀の機械部品を取ってくるよう\nエッジに命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E059	0106C4	163		78	ゲオルギウスから取ってきた部品を\nパエットに見せるエッジ。\nしかし、パエットはそれに満足せず、\n再度ゲオルギウス行きを命じる。\n \n(未完成・将来イベントで処理予定)\n
TWN_E059	010767	254		122	再び戻ったエッジに、うってかわって\nなれなれしく接するパエット。\n彼は、エッジがドラゴン乗りである\nことを突き止めたのだ。\nすっかり協力的になったパエットは、\n水没した遣跡「ウル」の地下に\n塔への通路があるらしいと語る。\n \n(未完成・将来イベントで処理予定)\n
