module	offset	bytes	slot	chars	text
MENUEN	005111	161		77	数種の攻性生物が共生する\n群体のような奴だ。\nわれを忘れて、地上まで\n追って来たところを見ると\n地下にいた攻性生物たちの\n産みの親のような存在\nだったのかもしれない。
MENUEN	0051B2	5		2	水柱
MENUEN	0051B7	7		3	溶解液
MENUEN	0051BE	7		3	甲殻手
MENUEN	0051C5	9		4	体当たり
MENUEN	005920	19		9	アトルムドラゴン1
MENUEN	005933	134		64	禁止区域で戦った。\nこのドラゴンも、伝説と\n同じく、敵を追う光の矢を\n武器にしている。一度に\n数十本もの光の矢を放つ\n攻撃が、特に危険だ。
MENUEN	0059B9	9		4	レーザー
MENUEN	0059C2	9		4	瞬間移動
MENUEN	0059CB	11		5	ビクシオマ
MENUEN	005A50	21		10	ガーディアンドラゴン
MENUEN	005A65	109		52	帝国軍がゲオルギウスで\n発掘していたドラゴンが\nよみがえった姿。\n旧世紀の船を守るのが、\nその使命だったらしい。
MENUEN	005AD2	9		4	レーザー
MENUEN	005ADB	13		6	光粒子分散弾
MENUEN	005AE8	15		7	テールアッパー
MENUEN	005AF7	13		6	B・レーザー
MENUEN	005B84	11		5	ヌリシンハ
MENUEN	005B8F	124		59	地下の施設の封印を\n解除したときに復活した\nウルのガーディアン。\n分離や合体をしながら、\n雷を使った様々な攻撃を\nしかけてきた。
MENUEN	005C0B	9		4	雷雲招集
MENUEN	005C14	5		2	眼光
MENUEN	005C19	5		2	雷撃
MENUEN	005CA0	19		9	アトルムドラゴン2
MENUEN	005CB3	134		64	こいつとは、ウルで再び\n戦うことになったが、この\n時も決着をつけることは\nできなかった。\n出会うたびに、新しい力を\n身につけているようだ。
MENUEN	005D39	9		4	レーザー
MENUEN	005D42	9		4	瞬間移動
MENUEN	005D4B	11		5	ビクシオマ
MENUEN	005D56	9		4	ギリィク
MENUEN	006510	19		9	バリスタ自律管制室
MENUEN	006523	131		63	メル=カヴァの内部で、\nバリスタを守るバリアを制御していた装置。\n中心部にある弱点は、\nレーザーを吸収する盾と\n装甲で防御されていた。
MENUEN	0065A6	15		7	光粒子レーザー
MENUEN	0065B5	17		8	ステータスクリア
MENUEN	0065C6	15		7	浄化装置002
MENUEN	0065D5	15		7	浄化装置001
MENUEN	0065E4	15		7	浄化装置000
MENUEN	00667C	19		9	アトルムドラゴン3
MENUEN	00668F	158		75	アゼルが乗るアトルムの\n最終形態。\n巨大な雷撃兵器を装備して\n襲ってきたが、どうにか\n倒すことができた。\n彼女の唯一のパートナーを\n尋うことになって\nしまったが…。
MENUEN	00672D	9		4	レーザー
MENUEN	006736	13		6	ベルディスト
MENUEN	006743	17		8	ステータスクリア
MENUEN	0067CC	19		9	アトルムドラゴン4
MENUEN	0067DF	158		75	アゼルが乗るアトルムの\n最終形態。\n巨大な雷撃兵器を装備して\n襲ってきたが、どうにか\n倒すことができた。\n彼女の唯一のパートナーを\n尋うことになって\nしまったが…。
MENUEN	00687D	9		4	レーザー
MENUEN	006886	9		4	瞬間移動
MENUEN	00688F	11		5	ビクシオマ
MENUEN	00689A	9		4	ギリィク
MENUEN	0068A3	17		8	エルスディノーツ
MENUEN	006DB8	17		8	寄生グリグオリグ
MENUEN	006DC9	144		69	帝国軍旗艦グリグオリグに\n攻性生物がとりついた姿。\n皇帝砲はまだ生きていたが\n人間が操っているわけでは\nなく、ただやみくもに\n撃っているだけだった。
MENUEN	006E59	17		8	パラサイトスピン
MENUEN	006E6A	7		3	皇帝砲
MENUEN	006E71	17		8	ステータスクリア
MENUEN	006E82	11		5	パラサイト
MENUEN	007050	19		9	イヴァス＆イヴィア
MENUEN	007063	134		64	『塔』の中部層を守って\nいたガーディアン。2体が\n一緒になって襲ってきた。\nというより、2体まとめて\nひとつの個体だったのかも\nしれない。
MENUEN	0070E9	15		7	ツインブレイズ
MENUEN	0070F8	15		7	シンクロナイザ
MENUEN	007107	7		3	ペイン
MENUEN	0076FC	19		9	アンチアイウィング
MENUEN	00770F	127		58	セストレンで戦った。\nなぜ、<01><01>と\n同じ姿なんだ？ 旧世紀の\n意志を守る敵の、真の姿が\nこれだというのか？\nだとすれば、儀の\n<01><01>は…？
MENUEN	00778E	11		5	ヴァダズム
MENUEN	007799	13		6	ザムクレート
MENUEN	0077A6	9		4	ガノーク
MENUEN	0077AF	11		5	ビクシオマ
MENUEN	007948	23		11	セストレン・エクスシス
MENUEN	00795F	135		63	最後に戦った相手だ。\nそのおぞましい姿の中には\n確かに、ドラゴンの収まる\n座がある。\n儀の<01><01>が\nいるべき本当の場所は、\nあそこなのだろうか。
MENUEN	0079E6	15		7	アンチレーザー
MENUEN	0079F5	17		8	物理攻撃構造体1
MENUEN	007A06	17		8	物理攻撃構造体2
MENUEN	007D10	13		6	クレイメン艦
MENUEN	007D1D	172		82	クレイメン艦隊の旗艦。\nだが、禁止区域で戦った\n時には、クレイメンは艦を\n離れており、かわりに\n副官のアーウェンが指揮を\nとっていた。\n帝国軍を引きつけるための\n囮だったらしい。
MENUEN	007DC9	5		2	機銃
MENUEN	007DCE	13		6	大型誘導爆雷
MENUEN	007DDB	5		2	副砲
MENUEN	0087B8	17		8	空中戦艦ヴァルナ
MENUEN	0087C9	146		70	ヴァルナ級空中戦艦の\n標準型。帝国領の外へ遠征\nするため、攻性生物をマヒ\nさせる特殊な弾薬を積んで\nいる。これを使われると、\n戦闘が長びくので不利だ。
MENUEN	00885B	5		2	機銃
MENUEN	008860	9		4	集中砲火
MENUEN	008869	13		6	対攻性生物弾
MENUEN	0088F0	19		9	空中城砦艦ヴリトラ
MENUEN	008903	182		87	帝国の基地を守っていた\n初めて見る型の戦艦。\n帝国軍では、特殊な武器や\nエンジンが発掘されると、\nそれに合わせた試作艦が\n作られると聞いたことが\nある。たぶん、この艦も\nそのひとつだろう。
MENUEN	0089B9	7		3	炸裂弾
MENUEN	0089C0	17		8	対攻性生物弾・改
MENUEN	0089D1	9		4	拡散雷撃
MENUEN	008B94	15		7	大型戦艦ナラカ
MENUEN	008BA3	174		83	ヴァルナ級が採用される\nまでは主力戦艦だったが、\n今ではほとんどが廃艦に\nなっているらしい。\nしかし、兵装だけは今の\nものに替えられているので\n火力だけならヴァルナ級に\n匹敵する。
MENUEN	008C51	5		2	機銃
MENUEN	008C56	9		4	集中砲火
MENUEN	008C5F	13		6	対攻性生物弾
MENUEN	008CE4	15		7	中型戦艦タパス
MENUEN	008CF3	174		83	ヴァルナ級が採用される\nまでは主力戦艦だったが、\n今ではほとんどが廃艦に\nなっているらしい。\nしかし、兵装だけは今の\nものに替えられているので\n火力だけならヴァルナ級に\n匹敵する。
MENUEN	008DA1	5		2	機銃
MENUEN	008DA6	9		4	集中砲火
MENUEN	008DAF	13		6	対攻性生物弾
MENUEN	009484	15		7	自走砲ランカー
MENUEN	009493	163		78	対攻性生物用の攻撃機。\n神経弾や対攻性生物弾を\n積んでいる。護衛機を\n従えていることも多い。\nこちらの動きを追って砲を\n向けてくるが、落ち着いて\n逃げれば大丈夫だろう。
MENUEN	009536	5		2	機銃
MENUEN	00953B	7		3	神経弾
MENUEN	009542	13		6	対攻性生物弾
MENUEN	0095C8	13		6	突撃艦マルト
MENUEN	0095D5	119		57	対攻性生物用の攻撃機。\n攻撃力や防御力を下げる\n特殊な弾を撃ってくるが、\n強力な武器を積むために\n耐久力を犠牲にしている。
MENUEN	00964C	7		3	攻城砲
MENUEN	009653	5		2	機銃
MENUEN	009658	17		8	対攻性生物弾・改
MENUEN	0096E4	21		10	戦術揚陸母艦バリオー
MENUEN	0096F9	115		55	塔の最上層で襲ってきた。\n空中機雷や対空誘導弾など\n驚くほどたくさんの武器を\n持っていたが、こいつは\nただの囮だった。
MENUEN	00976C	9		4	空中機雷
MENUEN	009775	11		5	対空誘導弾
MENUEN	009780	11		5	電磁発振砲
WORLD	005510	11		5	発掘所上空
WORLD	00551B	7		3	発掘所
WORLD	005522	9		4	キャンプ
WORLD	00552B	9		4	渓谷地帯
WORLD	005534	13		6	カイナスの村
WORLD	005541	11		5	ガリル砂漠
WORLD	00554C	11		5	キャラバン
WORLD	005557	9		4	禁止区域
WORLD	005560	13		6	ゲオルギウス
WORLD	00556D	13		6	ゲオルギウス
WORLD	00557A	13		6	ゲオルギウス
WORLD	005587	9		4	ゾアの街
WORLD	005590	15		7	帝国軍空中艦隊
WORLD	00559F	21		10	帝国軍空中艦隊駐屯地
WORLD	0055B4	13		6	メル=カヴァ
WORLD	0055C1	3		1	塔
WORLD	0055C4	3		1	塔
WORLD	0055C7	5		2	ウル
WORLD	0055CC	13		6	ウル地下遣跡
WORLD	0055D9	9		4	ゾアの森
WORLD	0055E2	13		6	シーカーの里
WORLD	0055EF	16		7	BOX<05>GAME
WORLD	0055FF	9		4	EXIT
WORLD	005608	15		7	いにしえの峡谷
WORLD	005617	9		4	ラギ牧場
WORLD	005620	13		6	湖上の艦隊戦
WORLD	00562D	23		11	シーカーの里・キャンプ
WORLD	005644	23		11	ここにはもう用はない…
WORLD	00565B	19		9	帝国軍艦隊進軍状況
WORLD	00566E	23		11	クレイメン艦隊進軍状況
