module	offset	bytes	slot	chars	text
BTL_A5_2	05AA9B	11		5	ハイシュ？
BTL_A5_2	05AAA6	31		15	おかしいな…この規模の遣跡なら
BTL_A5_2	05AAC5	33		16	もっとまともな奴がいるはずだが…
BTL_A5_2	05AAE6	11		5	…まあいい
BTL_A5_2	05AAF1	29		14	さっさと片づけて先を急ごうぜ
BTL_A5_2	05AB0E	17		8	大丈夫か、エッジ
BTL_A5_2	05AB1F	27		13	なんだかいやな予感がする…
BTL_A5_2	05AB3A	13		6	やっぱりだ！
BTL_A5_2	05AB47	35		17	エッジ、バリアを張った方がいいぞ！
BTL_A5_2	05AB6A	29		14	あの赤い奴を早めに倒すんだ！
BTL_A5_2	05AB87	33		16	頭への攻撃が一番効果ありそうだな
BTL_A5_2	05ABA8	41		20	防御しているぞ！ あの腕が邪魔なんだが…
BTL_A5_2	05ABD1	37		18	見てみろ、腕が動かなくなっているぞ。
BTL_A5_2	05ABF6	35		17	すごい生命力だ…奴は不死身なのか？
BTL_A5_2	05AC19	31		15	今の一撃はかなり効いたみたいだ
BTL_A5_2	05AC38	35		17	さすがに奴もフラフラになってきたぞ
BTL_A5_2	05AC5B	19		9	やったな、エッジ！
BTL_A5_2	05AC6E	29		14	これで何とか砂漠が越えられる
BTL_A5_2	05AC8B	31		15	なんて奴だ！ 変形しやがった！
BTL_A5_2	05ACAA	9		4	左腕マヒ
BTL_A5_2	05ACB3	17		8	何だ？ こいつ…
BTL_A5_2	05ACC4	23		11	初めて見る攻性生物だな
BTL_A5_2	05ACDB	21		10	気を抜くなよ、エッジ
BTL_A5_2	05FA3C	15		7	スタンレーザー
BTL_A5_2	05FA4B	13		6	クチカラボム
BTL_A5_2	05FA58	17		8	サンダーレーザー
BTL_A5_2	05FA69	17		8	リカバーレーザー
BTL_A5_2	05FA7A	9		4	バリアー
BTL_A5_2	05FA83	9		4	シールド
BTL_A5_2	05FA8C	13		6	バーティカル
BTL_A5_2	05FA99	13		6	ランナウェイ
BTL_A5_2	05FAA6	15		7	リカバーグラス
BTL_A5_2	05FAB5	17		8	バーサクアンプル
BTL_A5_2	05FAC6	9		4	スピード
BTL_A5_2	05FACF	17		8	ドラゴンリキッド
BTL_A5_2	05FAE0	11		5	エスケープ
BTL_A5_2	05FAEB	9		4	バルカン
BTL_A5_2	05FAF4	11		5	スタンガン
BTL_A5_2	05FAFF	9		4	レーザー
BTL_A5_2	05FB08	5		2	反撃
BTL_A5_2	05FB0D	23		11	アイテムのリストを表示
BTL_A5_2	05FB24	25		12	バーサークのリストを表示
BTL_A5_2	05FB3D	17		8	銃のカスタマイズ
BTL_A5_2	05FB4E	27		13	ドラゴンのタイプをセレクト
BTL_A5_2	05FB69	13		6	銃による攻撃
BTL_A5_2	05FB76	29		14	ホーミングレーザーによる攻撃
BTL_A5_2	05FB93	7		3	？？？
BTL_A5_2	05FB9A	11		5	使用不可能
BTL_A5_2	05FBA5	23		11	アイテムを持っていない
BTL_A5_2	05FBBC	25		12	バーサークを覚えていない
BTL_A5_2	05FBD5	21		10	パーツを持っていない
BTL_A5_2	05FBEA	33		16	移動以外のドラゴンの行動不能状態
BTL_A5_2	05FC0B	21		10	行動ゲージが足りない
BTL_A5_2	05FC20	29		14	バーサークポイントが足りない
BTL_A5_2	05FC3D	23		11	ヒットポイントは最大値
BTL_A5_2	05FC54	27		13	バーサークポイントは最大値
BTL_A5_2	05FC6F	19		9	すでに行なっている
BTL_A5_2	05FC82	19		9	攻撃する敵がいない
BTL_A5_3	04F854	9		4	ズースー
BTL_A5_3	04F85D	7		3	熱の息
BTL_A5_3	04F864	11		5	灼熱の吐息
BTL_A5_3	04F86F	5		2	再生
BTL_A5_3	04F874	35		17	これが…こいつも攻性生物なのか！？
BTL_A5_3	04F897	39		19	どうやって戦えばいいんだ、こんな奴！？
BTL_A5_3	04F8BE	25		12	弱点がどこかに隠されてる
BTL_A5_3	04F8D7	21		10	撃てば赤く光るはずだ
BTL_A5_3	04F8EC	29		14	そこを集中攻撃すれば倒せる！
BTL_A5_3	04F909	21		10	頼んだぞ、エッジ！！
BTL_A5_3	04F91E	17		8	あれが弱点だ！！
BTL_A5_3	04F92F	15		7	再生は夢の続き
BTL_A5_3	05293C	15		7	スタンレーザー
BTL_A5_3	05294B	13		6	クチカラボム
BTL_A5_3	052958	17		8	サンダーレーザー
BTL_A5_3	052969	17		8	リカバーレーザー
BTL_A5_3	05297A	9		4	バリアー
BTL_A5_3	052983	9		4	シールド
BTL_A5_3	05298C	13		6	バーティカル
BTL_A5_3	052999	13		6	ランナウェイ
BTL_A5_3	0529A6	15		7	リカバーグラス
BTL_A5_3	0529B5	17		8	バーサクアンプル
BTL_A5_3	0529C6	9		4	スピード
BTL_A5_3	0529CF	17		8	ドラゴンリキッド
BTL_A5_3	0529E0	11		5	エスケープ
BTL_A5_3	0529EB	9		4	バルカン
BTL_A5_3	0529F4	11		5	スタンガン
BTL_A5_3	0529FF	9		4	レーザー
BTL_A5_3	052A08	5		2	反撃
BTL_A5_3	052A0D	23		11	アイテムのリストを表示
BTL_A5_3	052A24	25		12	バーサークのリストを表示
BTL_A5_3	052A3D	17		8	銃のカスタマイズ
BTL_A5_3	052A4E	27		13	ドラゴンのタイプをセレクト
BTL_A5_3	052A69	13		6	銃による攻撃
BTL_A5_3	052A76	29		14	ホーミングレーザーによる攻撃
BTL_A5_3	052A93	7		3	？？？
BTL_A5_3	052A9A	11		5	使用不可能
BTL_A5_3	052AA5	23		11	アイテムを持っていない
BTL_A5_3	052ABC	25		12	バーサークを覚えていない
BTL_A5_3	052AD5	21		10	パーツを持っていない
BTL_A5_3	052AEA	33		16	移動以外のドラゴンの行動不能状態
BTL_A5_3	052B0B	21		10	行動ゲージが足りない
BTL_A5_3	052B20	29		14	バーサークポイントが足りない
BTL_A5_3	052B3D	23		11	ヒットポイントは最大値
BTL_A5_3	052B54	27		13	バーサークポイントは最大値
BTL_A5_3	052B6F	19		9	すでに行なっている
BTL_A5_3	052B82	19		9	攻撃する敵がいない
BTL_A7	053B9C	11		5	ヴェロクス
BTL_A7	053BA7	23		11	侵入物排除システム作動
BTL_A7	053BBE	9		4	レーザー
BTL_A7	053BC7	17		8	レーザーストーム
BTL_A7	053BD8	17		8	回避システム作動
BTL_A7	053BE9	23		11	バックアタック発動準備
BTL_A7	053C00	17		8	回避システム不良
BTL_A7	053C11	11		5	ヴェロキタ
BTL_A7	053C1C	23		11	侵入物排除システム作動
BTL_A7	053C33	11		5	レイガスト
BTL_A7	053C3E	7		3	生体弾
BTL_A7	053C45	7		3	ルピス
BTL_A7	053C4C	23		11	侵入物排除システム作動
BTL_A7	053C63	17		8	ロックヴァイパー
BTL_A7	053C74	7		3	アクレ
BTL_A7	053C7B	23		11	侵入物排除システム作動
BTL_A7	053C92	9		4	レーザー
BTL_A7	053C9B	5		2	挑発
BTL_A7	053CA0	23		11	侵入物排除システム作動
BTL_A7	053CB7	9		4	レーザー
BTL_A7	053CC0	17		8	レーザーストーム
BTL_A7	053CD1	17		8	回避システム作動
BTL_A7	053CE2	11		5	レイガスト
BTL_A7	053CED	7		3	生体弾
BTL_A7	053CF4	23		11	ヴェロクス＆ヴェロキタ
BTL_A7	053D0B	17		8	回避システム不良
BTL_A7	058D78	15		7	スタンレーザー
BTL_A7	058D87	13		6	クチカラボム
BTL_A7	058D94	17		8	サンダーレーザー
BTL_A7	058DA5	17		8	リカバーレーザー
BTL_A7	058DB6	9		4	バリアー
BTL_A7	058DBF	9		4	シールド
BTL_A7	058DC8	13		6	バーティカル
BTL_A7	058DD5	13		6	ランナウェイ
BTL_A7	058DE2	15		7	リカバーグラス
BTL_A7	058DF1	17		8	バーサクアンプル
BTL_A7	058E02	9		4	スピード
BTL_A7	058E0B	17		8	ドラゴンリキッド
BTL_A7	058E1C	11		5	エスケープ
BTL_A7	058E27	9		4	バルカン
BTL_A7	058E30	11		5	スタンガン
BTL_A7	058E3B	9		4	レーザー
BTL_A7	058E44	5		2	反撃
BTL_A7	058E49	23		11	アイテムのリストを表示
BTL_A7	058E60	25		12	バーサークのリストを表示
BTL_A7	058E79	17		8	銃のカスタマイズ
BTL_A7	058E8A	27		13	ドラゴンのタイプをセレクト
BTL_A7	058EA5	13		6	銃による攻撃
BTL_A7	058EB2	29		14	ホーミングレーザーによる攻撃
BTL_A7	058ECF	7		3	？？？
BTL_A7	058ED6	11		5	使用不可能
BTL_A7	058EE1	23		11	アイテムを持っていない
BTL_A7	058EF8	25		12	バーサークを覚えていない
BTL_A7	058F11	21		10	パーツを持っていない
BTL_A7	058F26	33		16	移動以外のドラゴンの行動不能状態
BTL_A7	058F47	21		10	行動ゲージが足りない
BTL_A7	058F5C	29		14	バーサークポイントが足りない
BTL_A7	058F79	23		11	ヒットポイントは最大値
BTL_A7	058F90	27		13	バーサークポイントは最大値
BTL_A7	058FAB	19		9	すでに行なっている
BTL_A7	058FBE	19		9	攻撃する敵がいない
BTL_A7_2	050DF8	8		3	\n<05>シを\n<05>ス
BTL_A7_2	050E00	11		7	\n<05>セ<!8A>ャューォスォ
BTL_A7_2	050E0C	7		6	エーェ。ーャ
BTL_A7_2	050E14	7		6	「」ー「なな
BTL_A7_2	050E1C	13		6	クレイメン艦
BTL_A7_2	050E29	9		4	機銃掃射
BTL_A7_2	050E32	5		2	投下
BTL_A7_2	050E37	13		6	大型誘導爆雷
BTL_A7_2	050E44	23		11	誘導爆雷再装填、急げ！
BTL_A7_2	050E5B	5		2	副砲
BTL_A7_2	050E60	23		11	副砲、充填完了しました
BTL_A7_2	050E77	21		10	よし、高度を下げろ！
BTL_A7_2	050E8C	21		10	誘導爆雷、いけるか？
BTL_A7_2	050EA1	17		8	いつでもいけます
BTL_A7_2	050EB2	21		10	よし、上昇！ 上昇！
BTL_A7_2	050EC7	13		6	艦橋部損傷！
BTL_A7_2	050ED4	33		16	ひるむな！ 各銃座、撃ちまくれ！
BTL_A7_2	050EF5	7		3	くっ！
BTL_A7_2	050EFC	23		11	装甲大破、もちません！
BTL_A7_2	050F13	11		5	総冥退避！
BTL_A7_2	050F1E	15		7	護衛艦、撃沈！
BTL_A7_2	050F2D	21		10	…残るは本艦のみか…
BTL_A7_2	050F42	25		12	あれは…クレイメン艦隊！
BTL_A7_2	050F5B	25		12	…とうとう追いついた！！
BTL_A7_2	050F74	31		15	ド、ドラゴン型攻性生物を確認！
BTL_A7_2	050F93	23		11	何！？ そんなバカな…
BTL_A7_2	050FAA	33		16	やむを得ん、各冥第一種戦闘配備！
BTL_A7_2	050FCB	5		2	機銃
BTL_A7_2	050FD0	9		4	誘導爆雷
BTL_A7_2	050FD9	5		2	点火
BTL_A7_2	053AA0	15		14	ョスアョ「…はらツもはゆらツ
BTL_A7_2	053AB0	15		7	スタンレーザー
BTL_A7_2	053ABF	13		6	クチカラボム
BTL_A7_2	053ACC	17		8	サンダーレーザー
BTL_A7_2	053ADD	17		8	リカバーレーザー
BTL_A7_2	053AEE	9		4	バリアー
BTL_A7_2	053AF7	9		4	シールド
BTL_A7_2	053B00	13		6	バーティカル
BTL_A7_2	053B0D	13		6	ランナウェイ
BTL_A7_2	053B1A	15		7	リカバーグラス
BTL_A7_2	053B29	17		8	バーサクアンプル
BTL_A7_2	053B3A	9		4	スピード
BTL_A7_2	053B43	17		8	ドラゴンリキッド
BTL_A7_2	053B54	11		5	エスケープ
BTL_A7_2	053B5F	9		4	バルカン
BTL_A7_2	053B68	11		5	スタンガン
BTL_A7_2	053B73	9		4	レーザー
BTL_A7_2	053B7C	5		2	反撃
BTL_A7_2	053B81	23		11	アイテムのリストを表示
BTL_A7_2	053B98	25		12	バーサークのリストを表示
BTL_A7_2	053BB1	17		8	銃のカスタマイズ
BTL_A7_2	053BC2	27		13	ドラゴンのタイプをセレクト
BTL_A7_2	053BDD	13		6	銃による攻撃
BTL_A7_2	053BEA	29		14	ホーミングレーザーによる攻撃
BTL_A7_2	053C07	7		3	？？？
BTL_A7_2	053C0E	11		5	使用不可能
BTL_A7_2	053C19	23		11	アイテムを持っていない
BTL_A7_2	053C30	25		12	バーサークを覚えていない
BTL_A7_2	053C49	21		10	パーツを持っていない
BTL_A7_2	053C5E	33		16	移動以外のドラゴンの行動不能状態
BTL_A7_2	053C7F	21		10	行動ゲージが足りない
BTL_A7_2	053C94	29		14	バーサークポイントが足りない
BTL_A7_2	053CB1	23		11	ヒットポイントは最大値
BTL_A7_2	053CC8	27		13	バーサークポイントは最大値
BTL_A7_2	053CE3	19		9	すでに行なっている
BTL_A7_2	053CF6	19		9	攻撃する敵がいない
BTL_B2	04FC48	25		12	空中戦艦ヴァルナ・輸送型
BTL_B2	04FC61	7		3	撃て！
BTL_B2	04FC68	5		2	機銃
BTL_B2	04FC6D	9		4	集中砲火
BTL_B2	04FC76	11		5	あれは！？
BTL_B2	04FC81	23		11	帝国がここに来た目的…
BTL_B2	04FC98	23		11	50年前にここに落ちた
BTL_B2	04FCAF	23		11	ドラゴンのなれの果てさ
BTL_B2	04FCC6	5		2	！？
BTL_B2	04FCCB	33		16	話はあとだ、帝国戦艦が来るぞ！！
BTL_B2	04FCEC	23		11	ガーディアン ドラゴン
BTL_B2	04FD03	19		9	バーサークレーザー
BTL_B2	04FD16	9		4	機能停止
BTL_B2	04FD1F	9		4	体当たり
BTL_B2	04FD28	11		5	バーサーク
BTL_B2	04FD33	11		5	光粒子充填
BTL_B2	04FD3E	9		4	機能回復
BTL_B2	04FD47	17		8	プレートオープン
BTL_B2	04FD58	17		8	プレートクローズ
BTL_B2	04FD69	9		4	レーザー
BTL_B2	04FD72	13		6	光粒子分散弾
BTL_B2	04FD7F	15		7	テールアッパー
BTL_B2	04FD8E	39		19	動きが止まった！ エッジ、チャンスだ！
BTL_B2	04FDB5	27		13	弱点を尻尾で守ってやがる！
BTL_B2	04FDD0	37		18	どうやら不完全な状態で目覚めたようだ
BTL_B2	04FDF5	35		17	頭だ！ 頭を狙って、動きを止めろ！
BTL_B2	04FE18	17		8	まだ、倒せない！
BTL_B2	04FE29	17		8	なんて生命力だ！
BTL_B2	04FE3A	7		3	マヒ中
BTL_B2	04FE41	29		14	やばいぜ、目覚めやがった！！
BTL_B2	04FE5E	39		19	どうして…死んでるんじゃなかったのか？
BTL_B2	04FE85	33		16	わからん…だが、ドラゴンって奴は
BTL_B2	04FEA6	33		16	その使命を果たすためなら何度でも
BTL_B2	04FEC7	31		15	よみがえるって聞いたことがある
BTL_B2	04FEE6	33		16	もしかすると、おまえのドラゴンに
BTL_B2	04FF07	25		12	反応しているのかもしれん
BTL_B2	04FF20	21		10	手ごわい相手だった…
BTL_B2	04FF35	31		15	まったくだ…こいつの力が帝国に
BTL_B2	04FF54	39		19	渡ってたらって考えると、ぞっとするな…
BTL_B2	04FF7B	23		11	さてと、積もる話もある
BTL_B2	04FF92	23		11	どこか近くに降りようぜ
BTL_B2	0533FC	15		7	スタンレーザー
BTL_B2	05340B	13		6	クチカラボム
BTL_B2	053418	17		8	サンダーレーザー
BTL_B2	053429	17		8	リカバーレーザー
BTL_B2	05343A	9		4	バリアー
BTL_B2	053443	9		4	シールド
BTL_B2	05344C	13		6	バーティカル
BTL_B2	053459	13		6	ランナウェイ
BTL_B2	053466	15		7	リカバーグラス
BTL_B2	053475	17		8	バーサクアンプル
BTL_B2	053486	9		4	スピード
BTL_B2	05348F	17		8	ドラゴンリキッド
BTL_B2	0534A0	11		5	エスケープ
BTL_B2	0534AB	9		4	バルカン
BTL_B2	0534B4	11		5	スタンガン
BTL_B2	0534BF	9		4	レーザー
BTL_B2	0534C8	5		2	反撃
BTL_B2	0534CD	23		11	アイテムのリストを表示
BTL_B2	0534E4	25		12	バーサークのリストを表示
BTL_B2	0534FD	17		8	銃のカスタマイズ
BTL_B2	05350E	27		13	ドラゴンのタイプをセレクト
BTL_B2	053529	13		6	銃による攻撃
BTL_B2	053536	29		14	ホーミングレーザーによる攻撃
BTL_B2	053553	7		3	？？？
BTL_B2	05355A	11		5	使用不可能
BTL_B2	053565	23		11	アイテムを持っていない
BTL_B2	05357C	25		12	バーサークを覚えていない
BTL_B2	053595	21		10	パーツを持っていない
BTL_B2	0535AA	33		16	移動以外のドラゴンの行動不能状態
BTL_B2	0535CB	21		10	行動ゲージが足りない
BTL_B2	0535E0	29		14	バーサークポイントが足りない
BTL_B2	0535FD	23		11	ヒットポイントは最大値
BTL_B2	053614	27		13	バーサークポイントは最大値
BTL_B2	05362F	19		9	すでに行なっている
BTL_B2	053642	19		9	攻撃する敵がいない
BTL_B5	051FBC	15		7	戦闘機ジンコウ
BTL_B5	051FCB	5		2	機銃
BTL_B5	051FD0	17		8	ツァスタバターン
BTL_B5	051FE1	9		4	行くぞ！
BTL_B5	051FEA	29		14	各機、弾をしこたまくれてやれ
BTL_B5	052007	19		9	各機とも油断するな
