id	kind	count	budget	chars	jp	ko
3143	dialog	1	31	15	ここは俺を信用してくれよ、な？	여기서는 날 믿어줘, 응?
3144	dialog	1	17	8	ここは俺んちだぜ	여기는 내 집이라고
3145	dialog	1	11	5	ここは昔、	여기는 옛날에,
3146	dialog	1	31	15	ここまでやれるとは思わなかった	여기까지 해낼 줄은 몰랐어
3147	dialog	1	33	16	ここまで来て、また行き止まりか…	여기까지 와서, 또 막다른 길인가…
3148	movie	1	23	11	ここも…やられたのか…	여기도… 당한 건가…
3149	movie	1	21	10	ここも、もう終わりだ	여기도, 이제 끝이야
3150	dialog	1	37	18	ここも、帝国に占領されちゃうのかな…	여기도, 제국에 점령당하는 걸까…
3151	dialog	1	19	9	ここらにある遣物が	이 근처에 있는 유물이
3152	dialog	1	31	15	ここを守らなきゃいけないからね	여기를 지켜야 하니까
3153	dialog	1	37	18	ここを守るのも、大切な使命だと思うよ	여기를 지키는 것도, 중요한 사명이라고 생각해
3154	dialog	1	33	16	ここを抜け出せるってわけだな！？	여기서 빠져나갈 수 있다는 거지!?
3155	movie	1	33	16	ここを見れば、帝国は俺達を疑う…	여기를 보면, 제국은 우리를 의심할 거야…
3156	dialog	1	33	16	こちらにくるぞ！艦を密集させろ！	이쪽으로 온다! 함선을 밀집시켜라!
3157	movie	1	11	5	こっちだ…	이쪽이다…
3158	movie	1	25	12	こっちへゆっくり出てこい	이쪽으로 천천히 나와
3159	dialog	1	37	18	こないだ、記録機械とかをこしらえてな	요전에, 기록 기계 같은 걸 만들어서 말이지
3160	dialog	1	37	18	こないだ、遣跡でいいもの見つけたんだ	요전에, 유적에서 좋은 걸 발견했어
3161	dialog	1	31	15	こないだ、銃の修理を頼まれてさ	요전에, 총 수리를 부탁받았거든
3162	movie	1	31	15	この、旗艦グリグオリグの力でな	이 기함 그리고리그의 힘으로 말이야
3163	ui	1	194	94	この「乗り手」の正体は不明だが、\nドラゴンと連携した俊敏な反応や\n高度な戦闘行動は、普通の人間には\n不可能なわざであり、アカデミーでは\n攻性生物に類する人型の創造物では\nないかとする説が有力である。	이 「기승자」의 정체는 불명이지만,\n드래곤과 연계한 민첩한 반응이나\n고도의 전투 행동은, 보통 인간에게는\n불가능한 재주이며, 아카데미에서는\n공격성 생물에 속하는 인형 창조물이\n아닐까 하는 설이 유력하다.
3164	dialog	1	29	14	この「護り火」は、ゾアの命だ	이 「수호의 불」은, 조아의 목숨이다
3165	movie	1	23	11	この『塔』を破壊します	이 『탑』을 파괴합니다
3166	dialog	1	35	17	このあたりに帝国が来てるってのによ	이 근처에 제국이 와 있다는데 말이야
3167	ui	1	293	141	このしごとがおわったら あいつを\n帝国へつれていってやるつもりだ。\nしょうらい あいつがえらくなっても\nおれのことであいつがバカにされたり\nはずかしいおもいしないように\n俺もあしたから日記だけじゃなく\nすこしべんきょうもしようとおもう。\n<05><05>エッジはいつか、おれのことを\nおやじとよんでくれるだろうか。	이 일이 끝나면 그 녀석을\n제국으로 데려갈 생각이다.\n장차 그 녀석이 훌륭해지더라도\n나 때문에 그 녀석이 무시당하거나\n부끄러운 일 당하지 않도록\n나도 내일부터 일기뿐 아니라\n조금은 공부도 해보려 한다.\n\n\n에지는 언젠가, 나를\n아버지라고 불러줄까.
3168	dialog	1	33	16	このでかい銃、どこで手に入れた？	이 커다란 총, 어디서 구했어?
3169	ui	1	149	72	このとき、神の知恵は、\nことごとく争いに用いられた。\n神の火は、地を焼きつくし、\n神の道具は、命あるものを打ち殺し、\n攻性生物は、人を喰う軍勢となった。	이때, 신의 지혜는,\n모조리 다툼에 쓰였다.\n신의 불은, 땅을 다 태우고,\n신의 도구는, 살아있는 것을 쳐 죽이고,\n공격성 생물은, 사람을 먹는 군세가 되었다.
3170	dialog	1	27	13	このまま、まっすぐでいい…	이대로, 곧장 가면 돼…
3171	dialog	1	23	11	このままだと、やばいぜ	이대로면, 위험해
3172	dialog	1	35	17	このままだと、上納金も払えませんよ	이대로면, 상납금도 낼 수 없어요
3173	dialog	1	37	18	このままだと、満足に乾季が越せません	이대로면, 제대로 건기를 넘길 수 없어요
3174	dialog	1	29	14	このままだと先には行けないな	이대로면 더 앞으로 갈 수 없어
3175	dialog	1	37	18	このままではダメだ！ この場は退こう	이대로는 안 돼! 여기는 물러나자
3176	dialog	1	39	19	このままでも、飛ぶだけなら問題ないんだ	이대로라도, 나는 것만이라면 문제없어
3177	movie	1	33	16	このまま旗艦艦隊に引き渡しますか	이대로 기함 함대에 인도할까요
3178	dialog	1	121	58	このように、位置取りによって\n敵の攻撃をかわしたり\n効果的に攻撃したりできる。\n位置取りを制すれば\n戦いを有利に進められる。	이렇게, 위치 선정에 따라\n적의 공격을 피하거나\n효과적으로 공격할 수 있다.\n위치 선정을 제어하면\n싸움을 유리하게 이끌 수 있다.
3179	dialog	1	29	14	このゲートは開きそうもないわ	이 게이트는 열릴 것 같지 않아
3180	dialog	1	31	15	このコブ…まさか、ズースーか！	이 혹… 설마, 즈스인가!
3181	dialog	1	33	16	このコントロールエリアを目指して	이 컨트롤 에리어를 목표로
3182	dialog	1	17	8	このドラゴンは、	이 드래곤은,
3183	movie	1	23	11	このハンターくずれが！	이 헌터 나부랭이가!
3184	dialog	1	31	15	このパエット様はだまされねえぜ	이 파에트 님은 속지 않아
3185	dialog	1	33	16	このフローターは出力が落ちている	이 플로터는 출력이 떨어지고 있다
3186	dialog	1	25	12	このプラントの貯水槽だ…	이 플랜트의 저수조다…
3187	dialog	1	29	14	この世ならぬ道で塔とつながり	이 세상이 아닌 길로 탑과 이어지고
3188	dialog	1	39	19	この世の物とは思えない遣跡もあるからな	이 세상 것이라 믿기지 않는 유적도 있으니까
3189	movie	1	29	14	この人たちの言っていること、	이 사람들이 하는 말,
3190	dialog	1	67	31	この他に、以下の2系統がある。\n<03>\nFULLーGAUGE CLASS<03>	이 외에도, 다음의 2계통이 있다.\n\nFULL-GAUGE CLASS
3191	dialog	1	31	15	この作物は、みんな神聖区の物さ	이 작물은, 전부 신성구 것이야
3192	ui	1	219	106	この俺が ガラにもなくこんな日記\nなんかつけはじめたのは やはり\nあいつのためかもしれない。\nおもえば 親がわりだなどと\n□はばったいことも、何度も言ったが\nこれといって おやらしいことは\nいままで なにもしてやれなかった。	내가 어울리지 않게 이런 일기\n같은 걸 쓰기 시작한 것도 역시\n그 녀석 때문일지도 모른다.\n생각해보면 부모 대신이라며\n낯간지러운 소리도 여러 번 했지만\n딱히 부모다운 일은\n지금까지 아무것도 해준 게 없다.
3193	dialog	1	39	19	この倉庫の蓄えも、徐々に減り始めている	이 창고의 비축분도, 조금씩 줄어들기 시작했어
3194	dialog	1	37	18	この先に地上へ出るエレベーターがある	이 앞에 지상으로 나가는 엘리베이터가 있어
3195	movie	1	27	13	この場所は自由に使ってくれ	이 장소는 자유롭게 써도 돼
3196	dialog	1	35	17	この塔は、そういった空間の連なりで	이 탑은, 그런 공간의 연속으로
3197	movie	1	27	13	この声…ドラゴンなのか！？	이 목소리… 드래곤인가!?
3198	movie	1	19	9	この少ない戦力じゃ	이 적은 전력으로는
3199	ui	1	113	54	この形態は、両腕の機能が\n発達していて、弱点の頭を\nかばうような動きを見せて\nいた。攻撃も強力になって\nいたようだ。	이 형태는, 양팔의 기능이\n발달해 있어, 약점인 머리를\n감싸는 듯한 움직임을 보였다.\n공격도 강력해진\n듯하다.
3200	dialog	1	75	36	この敵の前方の防御力は普通で\n前から攻撃すると\n普通にダメージを与えられる。	이 적의 전방 방어력은 평범해서\n앞에서 공격하면\n평범하게 데미지를 줄 수 있다.
3201	dialog	1	69	33	この敵の左右の防御力は高く\nそのためほとんどダメージを\n与えられない。	이 적의 좌우 방어력은 높아서\n그 때문에 거의 데미지를\n줄 수 없다.
3202	ui	1	172	83	この時、森林上空で新種の攻性生物が\n発見された。\n既存の攻性生物の体系のいずれにも\n属さないこの個体は、辺境の伝承から\n「ドラゴン」と命名され、調査のため\n別働隊が編成された。	이때, 삼림 상공에서 신종 공격성 생물이\n발견되었다.\n기존 공격성 생물의 어떤 체계에도\n속하지 않는 이 개체는, 변경의 전승에서\n따와 「드래곤」이라 명명되었으며, 조사를 위해\n별동대가 편성되었다.
3203	movie	1	31	15	この村にいた仲間が残した遣言さ	이 마을에 있던 동료가 남긴 유언이야
3204	movie	1	21	10	この村もこんな事には	이 마을도 이런 일을 당할 줄은
3205	dialog	1	23	11	この武器では届かないぞ	이 무기로는 닿지 않는다
3206	movie	1	21	10	この発掘所を守ってる	이 발굴소를 지키고 있어
3207	movie	1	35	17	この砂漠を越えたとこで街を造ってる	이 사막을 넘은 곳에 거리를 만들고 있어
3208	dialog	1	11	5	この私も…	이 나조차도…
3209	dialog	1	29	14	この船、もうすぐ完成するんだ	이 배, 이제 곧 완성돼
3210	dialog	1	25	12	この船、本当にくれるの？	이 배, 정말로 주는 거야?
3211	dialog	1	29	14	この艦は捨てる！総冥退避ー！	이 함선은 버린다! 전원 퇴각!
3212	dialog	1	33	16	この街じゃ、戦う必要がないんだぜ	이 거리에서는, 싸울 필요가 없다고
3213	dialog	1	31	15	この街には、何しに来たんだい？	이 거리에는, 뭘 하러 온 거야?
3214	dialog	1	39	19	この街の「遣産」は、非常に貴重なものだ	이 거리의 「유산」은, 매우 귀중한 것이다
3215	dialog	1	29	14	この街の司祭を務めるダモンだ	이 거리의 사제를 맡고 있는 다몬이다
3216	dialog	1	17	8	この街は好かん…	이 거리는 마음에 안 들어…
3217	dialog	1	33	16	この街を仕切ってるのは、評議会だ	이 거리를 다스리는 건, 평의회다
3218	dialog	1	37	18	この街を守る仕事につく気はないかね？	이 거리를 지키는 일을 해볼 생각은 없나?
3219	dialog	1	27	13	この辺り、様子がおかしいぜ	이 근처, 상태가 이상해
3220	dialog	1	25	12	この辺を旅してるんだろ？	이 근처를 여행하고 있는 거지?
3221	dialog	1	23	11	この遣跡のシステムには	이 유적의 시스템에는
3222	dialog	1	17	8	この遣跡の中で、	이 유적 안에서,
3223	dialog	1	29	14	この里も、もう終わりだねえ…	이 마을도, 이제 끝이겠구나…
3224	dialog	1	39	19	この門を抜けると、正面に倉庫があって…	이 문을 지나면, 정면에 창고가 있고…
3225	dialog	1	21	10	この開放区で働いてる	이 개방구에서 일하고 있어
3226	dialog	1	31	15	この開放区も、悪い所じゃないぜ	이 개방구도, 나쁜 곳은 아니야
3227	dialog	1	35	17	この間、ここに店を出したばかりでね	요전에, 여기에 막 가게를 낸 참이라서
3228	dialog	1	39	19	この間までは、ただのハンターだったんだ	얼마 전까지는, 그냥 헌터였어
3229	dialog	1	23	11	この階の警戒システムを	이 층의 경계 시스템을
3230	dialog	1	27	13	これ、みんな売り物なのか？	이거, 전부 팔 물건인 거야?
3231	dialog	1	27	13	これ、受け取ってくれないか	이거, 받아주지 않겠어
3232	dialog	1	27	13	これから、この街は変わるぞ	이제부터, 이 거리는 변할 거야
3233	movie	1	19	9	これからどうするか	앞으로 어떻게 할지
3234	dialog	1	19	9	これからどうする？	앞으로 어떻게 할 거야?
3235	dialog	1	33	16	これから先、儀の身に何か起きたら	앞으로, 기의 몸에 무슨 일이 생기면
3236	dialog	1	35	17	これが…こいつも攻性生物なのか！？	이게… 이 녀석도 공격성 생물인 건가!?
3237	dialog	1	33	16	これが…ドラゴンの力なのか…！？	이게… 드래곤의 힘인 건가…!?
3238	dialog	1	23	11	これが、その聖堂の鍵だ	이게, 그 성당의 열쇠다
3239	dialog	1	21	10	これが噂のドラゴン…	이게 소문의 드래곤…
3240	dialog	1	27	13	これしか買えないんですか？	이것밖에 살 수 없는 건가요?
3241	movie	1	7	3	これだ	이거다
3242	dialog	1	31	15	これで、あの子の薬が作れるぞ！	이걸로, 그 아이의 약을 만들 수 있어!
3243	dialog	1	19	9	これで、あの障害を	이걸로, 그 장애를
3244	dialog	1	33	16	これで、しばらくは食っていけるな	이걸로, 당분간은 먹고 살 수 있겠군
3245	dialog	1	35	17	これで、地上に出られるゲートが開く	이걸로, 지상으로 나갈 수 있는 게이트가 열린다
3246	dialog	1	33	16	これで、帝国が攻めてきても安心だ	이걸로, 제국이 쳐들어와도 안심이다
3247	dialog	1	39	19	これで、神聖区の連中さえいなけりゃなあ	이걸로, 신성구 놈들만 없다면 말이야
3248	dialog	1	21	10	これで下へ出られるわ	이걸로 아래로 나갈 수 있어
3249	dialog	1	29	14	これで何とか砂漠が越えられる	이걸로 어떻게든 사막을 넘을 수 있어
3250	dialog	1	29	14	これで終わらせる…悪く思うな	이걸로 끝내겠어… 나쁘게 생각하지 마
3251	dialog	1	15	7	これで終わりだ	이걸로 끝이다
3252	movie	1	15	7	これで終わる…	이걸로 끝나는구나…
3253	dialog	1	27	13	これで陛下に…うわぁぁぁ…	이걸로 폐하께… 으아아아…
3254	dialog	1	25	12	これで食料でも買うといい	이걸로 식량이라도 사도록 해
3255	dialog	1	37	18	これと同じ物を調達してきてほしいんだ	이거랑 같은 물건을 조달해 왔으면 해
3256	movie	1	11	5	これは…！	이건…!
3257	dialog	1	35	17	これは、司祭様にいただいた教典だよ	이건, 사제님께 받은 경전이야
3258	dialog	1	33	16	これは、森からとってきた食料だよ	이건, 숲에서 가져온 식량이야
3259	dialog	1	23	11	これは君にさしあげよう	이건 자네에게 주겠네
3260	dialog	1	33	16	これは私自身が決めたことだから…	이건 내 스스로 결정한 일이니까…
3261	dialog	1	39	19	これほどの物は、めったに掘り出せないぜ	이 정도 물건은, 좀처럼 캐낼 수 없다고
3262	dialog	1	31	15	これほどの獲物が手に入るとはな	이 정도 사냥감이 손에 들어오다니
3263	dialog	1	37	18	これも、ドラゴンが現れたせいでしょう	이것도, 드래곤이 나타난 탓이겠지
3264	dialog	1	31	15	これより我が隊は攻撃を開始する	지금부터 우리 부대는 공격을 개시한다
3265	dialog	1	23	11	これより迎撃戦闘に入る	지금부터 요격 전투에 들어간다
3266	ui	1	162	78	これらの障害の修復は極めて困難で\nあり、ほとんどの症例が廃来処分と\nなっている。\nただし、同調機能障害については、\n強度の心理的ショックによって修復\nする場合がある。	이 장애의 수복은 극히 곤란하며,\n대부분의 증례가 폐기 처분으로\n이루어지고 있다.\n다만, 동조 기능 장애에 대해서는,\n강도의 심리적 충격에 의해 수복\n되는 경우가 있다.
3267	ui	1	153	74	これをうまく利用すれば、我々の里を\n攻性生物から守る手段として使える\nかもしれない。今後も、この種の\n構造体の研究は、積極的に続けていく\n必要があるだろう。	이것을 잘 이용하면, 우리 마을을\n공격성 생물로부터 지키는 수단으로 쓸 수\n있을지도 모른다. 앞으로도, 이러한 종류의\n구조체 연구는, 적극적으로 계속해 나갈\n필요가 있을 것이다.
3268	dialog	1	29	14	これをやるから、少し勉強しろ	이걸 줄 테니, 좀 공부해라
3269	dialog	1	143	69	これを使うためには、まず\nそのバーサークに対応したタイプに\n変形しなければならない。\nまた、ゲージを3つ必要とするが\nそのかわりBPは消費しない。	이걸 쓰기 위해서는, 먼저\n그 버서크에 대응하는 타입으로\n변형해야 한다.\n또한, 게이지를 3개 필요로 하지만\n그 대신 BP는 소비하지 않는다.
3270	dialog	1	39	19	これを持っていけ…戦いの役に立つだろう	이걸 가지고 가… 싸움에 도움이 될 거야
3271	dialog	1	23	11	これを渡してほしいんだ	이걸 전해줬으면 해
3272	dialog	1	21	10	これを読んでみたまえ	이걸 읽어보게
3273	dialog	1	35	17	これ以上そいつを陛下に近づけるな！	더 이상 저 녀석을 폐하께 가까이 가게 하지 마!
3274	ui	1	239	116	これ以上の戦力消耗は、メッカニア\n侵攻作戦に影響を与えると判断した\n軍司令部は、第2次捕獲部隊の全滅を\nもって、シェルクーフ捕獲作戦の無期\n延期を決定。全兵力を侵攻作戦に投入\nした結果、9の月3日、メッカニア\n連邦は、正式に帝国の属領となった。	더 이상의 전력 소모는, 메카니아\n침공 작전에 영향을 줄 것으로 판단한\n군사령부는, 제2차 포획 부대의 전멸을\n계기로, 셸쿠프 포획 작전의 무기한\n연기를 결정. 전 병력을 침공 작전에 투입\n한 결과, 9월 3일, 메카니아\n연방은, 정식으로 제국의 속령이 되었다.
3275	movie	1	23	11	これ以上は追ってこない	더 이상은 쫓아오지 않는다
3276	dialog	1	27	13	こんなくだらねえガラクタで	이런 시시한 잡동사니로
3277	dialog	1	31	15	こんなことを考える気持ちだって	이런 생각을 하는 마음조차
3278	dialog	1	31	15	こんなにすごい力があったのにさ	이렇게 대단한 힘이 있었는데도
3279	movie	1	23	11	こんなものか、実戦って	실전이라는 게, 이런 건가
3280	dialog	1	27	13	こんな事しかできないけど…	이런 것밖에 할 수 없지만…
3281	dialog	1	33	16	こんな所にいていいのか、おまえ？	이런 곳에 있어도 되는 거야, 너?
3282	dialog	1	31	15	こんな時に、よく出歩けるもんだ	이런 때에, 용케 나다니는군
3283	dialog	1	23	11	こんな時に来るなんて…	이런 때에 오다니…
3284	dialog	1	37	18	こんな武器じゃ、気休めにしかならんな	이런 무기로는, 기분만 달랠 뿐이겠지
3285	dialog	1	25	12	こんな街の親玉になって…	이런 거리의 우두머리가 되어서는…
3286	dialog	1	13	6	ご、ごめん…	미, 미안…
3287	dialog	1	13	6	ごくろうさん	수고했어
3288	dialog	1	7	3	ごめん	미안
3289	dialog	1	29	14	ごめん…この前は言いすぎたよ	미안… 지난번엔 말이 심했어
3290	dialog	1	33	16	ごめん、家の様子が変だったから…	미안, 집 상태가 이상해서…
3291	movie	1	11	5	ごめんだね	싫은데
3292	dialog	1	13	6	ごめんなさい	죄송합니다
3293	dialog	1	27	13	ごめんなさい…心配、かけて	죄송해요… 걱정, 끼쳐서
3294	dialog	1	31	15	ごらん…子供達の「魂の像」だよ	봐봐… 아이들의 「영혼의 상」이야
3295	dialog	1	37	18	ごらんのとおりさ…連中もやるもんだね	보다시피야… 저 녀석들도 제법이네
3296	slot	1	27	13	さあ…よくわからないけど…	글쎄… 잘 모르겠지만…
3297	movie	1	27	13	さあ、…ボタンを押してくれ	자, …버튼을 눌러줘
3298	movie	1	33	16	さあ、アゼルよ、扉を開けるのだ！	자, 아젤이여, 문을 열어라!
3299	movie	1	37	18	さあ、私を殺してくれ『絶対の客人』よ	자, 나를 죽여다오 『절대의 손님』이여
3300	dialog	1	15	7	さあ、答えを…	자, 대답을…
3301	dialog	1	33	16	さあな…俺は頼まれただけだからよ	글쎄… 나는 부탁받았을 뿐이니까
3302	dialog	1	35	17	さすがに奴もフラフラになってきたぞ	역시 저놈도 비틀거리기 시작했군
3303	dialog	1	19	9	さすがハンターだな	역시 헌터답네
3304	dialog	1	37	18	さっきのガーディアンを倒したことで、	방금 그 가디언을 쓰러뜨린 덕분에,
3305	dialog	1	25	12	さっきのドームまで戻ろう	아까 그 돔까지 돌아가자
3306	dialog	1	31	15	さっさとこの街から出て行きな…	얼른 이 거리에서 나가라…
3307	dialog	1	29	14	さっさと片づけて先を急ごうぜ	얼른 처리하고 서둘러 가자고
3308	dialog	1	23	11	さてと、積もる話もある	자, 쌓인 얘기도 있고
3309	dialog	1	37	18	さらに下に降りてキーを探すのが先決だ	더 아래로 내려가서 키를 찾는 게 먼저다
3310	movie	1	9	4	しかし…	하지만…
3311	dialog	1	31	15	しかし…ありゃ、変わった子だね	하지만… 그 애, 별난 아이네
3312	dialog	1	9	4	しかし、	하지만,
3313	ui	1	194	94	しかし、この世の者がセストレンに\n触れるためには、空間断層を越える\n「扉」を開かねばならない。\nそれは、すべての塔の中枢にひとしく\n与えられているが、扉を開くための\n手段は、まだ見出されてはいない。	하지만, 이 세상의 존재가 세스트렌에\n닿기 위해서는, 공간 단층을 넘는\n「문」을 열어야만 한다.\n그것은, 모든 탑의 중추에 똑같이\n주어져 있지만, 문을 여는 방법은,\n아직 발견되지 않았다.
3314	dialog	1	35	17	しかし、その実体は不明のままだった	하지만, 그 실체는 불명인 채였다
3315	movie	1	25	12	しかし、それだけじゃない	하지만, 그것만이 아니야
3316	ui	1	209	101	しかし、もう1頭のドラゴンの突入に\nよって、塔の動力は暴走、自爆して\n完全に消滅した。\nこの直前、塔に収納されたドラゴンが\n巨大化して、もう1頭と最後の戦闘を\n行ったという報告も存在するが、その\n真偽は不明である。	하지만, 또 한 마리의 드래곤 돌입으로\n인해, 탑의 동력은 폭주, 자폭하여\n완전히 소멸했다.\n이 직전, 탑에 수납된 드래곤이\n거대화하여, 다른 한 마리와 마지막 전투를\n벌였다는 보고도 존재하지만, 그\n진위는 불명이다.
3317	ui	1	213	103	しかし、ドラゴンは最強の攻性生物で\nあると同時に、塔の機能と深い関係が\nあることが判明している。\nゆえに我が軍は、ドラゴンと塔の\n秘密を明らかにするため、いかなる\n犠牲を払ってもドラゴンを捕獲せねば\nならないのである。	하지만, 드래곤은 최강의 공격성 생물\n임과 동시에, 탑의 기능과 깊은 관계가\n있음이 판명되었다.\n따라서 우리 군은, 드래곤과 탑의\n비밀을 밝히기 위해, 어떠한\n희생을 치르더라도 드래곤을 포획해야\n만 한다.
3318	ui	1	137	66	しかし、万象のなす災いは、\n絶え間なく人を殺し続け、\nさばき得る道を人に歩ませなかった。\nゆえに、神はドラゴンを創造して、\n人の世に放った。	하지만, 만상이 이루는 재앙은,\n끊임없이 사람을 계속 죽이며,\n심판할 길을 사람에게 걷게 하지 않았다.\n그리하여, 신은 드래곤을 창조하여,\n사람의 세상에 풀어놓았다.
3319	dialog	1	33	16	しかし、今度の狩りはきつかったぜ	그런데, 이번 사냥은 힘들었어
3320	ui	1	209	101	しかし、別働隊の報告を待たずして、\nシェルクーフとともに確認されていた\n大型戦艦が出現。捕獲部隊と交戦\n状態に入った。\n戦艦はわずか1隻であったが、その\n戦力は圧倒的であり、数分間の戦闘で\n部隊の大半が撃破された。	하지만, 별동대의 보고를 기다리지 않고,\n셸쿠프와 함께 확인되었던\n대형 전함이 출현. 포획 부대와 교전\n상태에 들어갔다.\n전함은 겨우 1척이었지만, 그\n전력은 압도적이었으며, 수 분간의 전투로\n부대의 대부분이 격파되었다.
3321	movie	1	23	11	しかし、力は欲望を生み	하지만, 힘은 욕망을 낳고
3322	dialog	1	33	16	しかし、彼女の存在が状況を変えた	하지만, 그녀의 존재가 상황을 바꿨다
3323	dialog	1	37	18	しかし、戦いを捨てた奴よりはましか…	그래도, 싸움을 버린 녀석보다는 나은가…
3324	dialog	1	35	17	しかし、本物のドラゴンはすごいや！	그래도, 진짜 드래곤은 대단하다!
3325	dialog	1	31	15	しかし、致命的斉威とはならない	하지만, 치명적인 위협은 되지 않는다
